10; 42; 19.099; 0.000; 2.946; 1.397;
10; 42; 19.149; 0.000; 2.945; 1.397;
10; 42; 19.199; 0.000; 2.946; 1.396;
10; 42; 19.249; 0.000; 2.946; 1.396;
10; 42; 19.299; 0.000; 2.947; 1.397;
10; 42; 19.349; 0.000; 2.946; 1.397;
10; 42; 19.399; 0.000; 2.946; 1.398;
10; 42; 19.449; 0.000; 2.946; 1.398;
10; 42; 19.499; 0.000; 2.947; 1.398;
10; 42; 19.549; 0.000; 2.946; 1.398;
10; 42; 19.599; 0.000; 2.946; 1.396;
10; 42; 19.649; 0.000; 2.946; 1.396;
10; 42; 19.699; 0.000; 2.946; 1.397;
10; 42; 19.749; 0.000; 2.946; 1.397;
10; 42; 19.799; 0.000; 2.946; 1.397;
10; 42; 19.849; 0.000; 2.946; 1.397;
10; 42; 19.899; 0.000; 2.946; 1.398;
10; 42; 19.949; 0.000; 2.946; 1.398;
10; 42; 19.999; 0.000; 2.946; 1.397;
10; 42; 20.049; 0.000; 2.946; 1.397;
10; 42; 20.099; 0.000; 2.947; 1.397;
10; 42; 20.149; 0.000; 2.946; 1.397;
10; 42; 20.199; 0.000; 2.947; 1.397;
10; 42; 20.249; 0.000; 2.946; 1.397;
10; 42; 20.299; 0.000; 2.946; 1.396;
10; 42; 20.349; 0.000; 2.945; 1.396;
10; 42; 20.399; 0.000; 2.946; 1.397;
10; 42; 20.449; 0.000; 2.946; 1.397;
10; 42; 20.499; 0.000; 2.946; 1.398;
10; 42; 20.549; 0.000; 2.946; 1.398;
10; 42; 20.081; 0.000; 2.946; 1.398;
10; 42; 20.131; 0.000; 2.946; 1.398;
10; 42; 20.181; 0.000; 2.945; 1.397;
10; 42; 20.231; 0.000; 2.946; 1.397;
10; 42; 20.281; 0.000; 2.946; 1.397;
10; 42; 20.331; 0.000; 2.946; 1.397;
10; 42; 20.381; 0.000; 2.946; 1.397;
10; 42; 20.431; 0.000; 2.947; 1.397;
10; 42; 20.481; 0.000; 2.947; 1.397;
10; 42; 20.531; 0.000; 2.946; 1.397;
10; 42; 20.581; 0.000; 2.947; 1.398;
10; 42; 20.631; 0.000; 2.946; 1.398;
10; 42; 20.681; 0.000; 2.947; 1.398;
10; 42; 20.731; 0.000; 2.945; 1.398;
10; 42; 20.781; 0.000; 2.946; 1.396;
10; 42; 20.831; 0.000; 2.946; 1.396;
10; 42; 20.881; 0.000; 2.947; 1.398;
10; 42; 20.931; 0.000; 2.946; 1.398;
10; 42; 20.981; 0.000; 2.946; 1.397;
10; 42; 21.031; 0.000; 2.946; 1.397;
10; 42; 21.081; 0.000; 2.946; 1.397;
10; 42; 21.131; 0.000; 2.946; 1.397;
10; 42; 21.181; 0.000; 2.946; 1.396;
10; 42; 21.231; 0.000; 2.946; 1.396;
10; 42; 21.281; 0.000; 2.946; 1.398;
10; 42; 21.331; 0.000; 2.946; 1.398;
10; 42; 21.381; 0.000; 2.946; 1.396;
10; 42; 21.431; 0.000; 2.947; 1.396;
10; 42; 21.481; 0.000; 2.945; 1.398;
10; 42; 21.531; 0.000; 2.946; 1.398;
10; 42; 22.165; 0.000; 2.946; 1.397;
10; 42; 22.215; 0.000; 2.947; 1.397;
10; 42; 22.265; 0.000; 2.946; 1.397;
10; 42; 22.315; 0.000; 2.946; 1.397;
10; 42; 22.365; 0.000; 2.946; 1.398;
10; 42; 22.415; 0.000; 2.946; 1.398;
10; 42; 22.465; 0.000; 2.947; 1.397;
10; 42; 22.515; 0.000; 2.946; 1.397;
10; 42; 22.565; 0.000; 2.946; 1.397;
10; 42; 22.615; 0.000; 2.946; 1.397;
10; 42; 22.665; 0.000; 2.946; 1.397;
10; 42; 22.715; 0.000; 2.946; 1.397;
10; 42; 22.765; 0.000; 2.946; 1.398;
10; 42; 22.815; 0.000; 2.947; 1.398;
10; 42; 22.865; 0.000; 2.947; 1.396;
10; 42; 22.915; 0.000; 2.946; 1.396;
10; 42; 22.965; 0.000; 2.947; 1.397;
10; 42; 23.015; 0.000; 2.947; 1.397;
10; 42; 23.065; 0.000; 2.946; 1.396;
