ore; minuti; secondi; corrente; tensione; lemcurr; lemref; temperatura/100;
19; 41; 36.399; 0.000; 3.478; 2.573; 2.513; 0.536;
19; 41; 36.449; 0.000; 3.497; 2.573; 2.513; 0.535;
19; 41; 36.499; 0.000; 3.454; 2.574; 2.512; 0.535;
19; 41; 36.549; 0.000; 3.461; 2.575; 2.512; 0.535;
19; 41; 35.558; 2.020; 3.493; 2.575; 2.511; 0.535;
19; 41; 35.608; 2.020; 3.504; 2.576; 2.510; 0.535;
19; 41; 35.658; 2.020; 3.471; 2.576; 2.511; 0.535;
19; 41; 35.708; 2.020; 3.503; 2.576; 2.511; 0.535;
19; 41; 35.758; 2.020; 3.489; 2.576; 2.511; 0.535;
19; 41; 35.808; 2.020; 3.485; 2.577; 2.511; 0.535;
19; 41; 35.858; 2.020; 3.474; 2.576; 2.511; 0.535;
19; 41; 35.908; 2.020; 3.475; 2.576; 2.511; 0.535;
19; 41; 35.958; 2.020; 3.490; 2.578; 2.512; 0.537;
19; 41; 36.008; 2.020; 3.457; 2.578; 2.512; 0.532;
19; 41; 36.058; 2.020; 3.468; 2.576; 2.511; 0.535;
19; 41; 36.108; 2.020; 3.450; 2.575; 2.512; 0.534;
19; 41; 36.158; 2.020; 3.461; 2.574; 2.512; 0.535;
19; 41; 36.208; 2.020; 3.457; 2.573; 2.513; 0.534;
19; 41; 36.258; 2.020; 3.458; 2.572; 2.513; 0.534;
19; 41; 36.308; 2.020; 3.458; 2.571; 2.512; 0.534;
19; 41; 36.358; 2.020; 3.503; 2.571; 2.513; 0.534;
19; 41; 36.408; 2.020; 3.499; 2.569; 2.513; 0.534;
19; 41; 36.458; 2.020; 3.447; 2.568; 2.513; 0.534;
19; 41; 36.508; 2.020; 3.504; 2.567; 2.512; 0.537;
19; 41; 36.558; 2.020; 3.467; 2.568; 2.512; 0.532;
19; 41; 36.608; 2.020; 3.467; 2.568; 2.512; 0.534;
19; 41; 36.658; 2.020; 3.468; 2.567; 2.512; 0.535;
19; 41; 36.708; 2.020; 3.449; 2.568; 2.512; 0.535;
19; 41; 36.758; 2.020; 3.508; 2.567; 2.511; 0.533;
19; 41; 36.808; 2.020; 3.466; 2.569; 2.510; 0.536;
19; 41; 36.858; 2.020; 3.444; 2.568; 2.510; 0.533;
19; 41; 36.908; 2.020; 3.493; 2.569; 2.510; 0.534;
19; 41; 36.958; 2.020; 3.516; 2.570; 2.510; 0.534;
19; 41; 37.008; 2.020; 3.455; 2.570; 2.510; 0.533;
19; 41; 37.330; 1.860; 3.459; 2.570; 2.511; 0.535;
19; 41; 37.380; 1.860; 3.459; 2.569; 2.511; 0.530;
19; 41; 37.430; 1.860; 3.483; 2.568; 2.512; 0.534;
19; 41; 37.480; 1.860; 3.457; 2.567; 2.513; 0.534;
19; 41; 37.530; 1.860; 3.483; 2.565; 2.513; 0.534;
19; 41; 37.580; 1.860; 3.471; 2.566; 2.512; 0.533;
19; 41; 37.630; 1.860; 3.515; 2.564; 2.512; 0.537;
19; 41; 37.680; 1.860; 3.486; 2.564; 2.512; 0.532;
19; 41; 37.730; 1.860; 3.473; 2.564; 2.511; 0.534;
19; 41; 37.780; 1.860; 3.455; 2.565; 2.510; 0.534;
19; 41; 37.830; 1.860; 3.438; 2.565; 2.510; 0.535;
19; 41; 37.880; 1.860; 3.466; 2.565; 2.510; 0.534;
19; 41; 37.930; 1.860; 3.494; 2.566; 2.510; 0.534;
19; 41; 37.980; 1.860; 3.484; 2.568; 2.510; 0.535;
19; 41; 38.030; 1.860; 3.473; 2.568; 2.510; 0.534;
19; 41; 38.080; 1.860; 3.487; 2.568; 2.510; 0.536;
19; 41; 38.130; 1.860; 3.469; 2.567; 2.510; 0.532;
19; 41; 38.180; 1.860; 3.474; 2.567; 2.511; 0.534;
19; 41; 38.230; 1.860; 3.484; 2.568; 2.511; 0.535;
19; 41; 38.280; 1.860; 3.464; 2.566; 2.511; 0.534;
19; 41; 38.330; 1.860; 3.475; 2.565; 2.512; 0.536;
19; 41; 38.380; 1.860; 3.495; 2.564; 2.511; 0.534;
19; 41; 38.430; 1.860; 3.470; 2.563; 2.512; 0.535;
19; 41; 38.480; 1.860; 3.481; 2.562; 2.511; 0.536;
19; 41; 38.530; 1.860; 3.460; 2.561; 2.511; 0.534;
19; 41; 38.580; 1.860; 3.474; 2.560; 2.512; 0.536;
19; 41; 38.630; 1.860; 3.440; 2.560; 2.510; 0.535;
19; 41; 38.680; 1.860; 3.472; 2.561; 2.511; 0.535;
19; 41; 38.730; 1.860; 3.457; 2.560; 2.510; 0.535;
19; 41; 38.780; 1.860; 3.477; 2.563; 2.510; 0.535;
19; 41; 38.965; 1.650; 3.436; 2.562; 2.512; 0.536;
19; 41; 39.015; 1.650; 3.492; 2.561; 2.511; 0.537;
19; 41; 39.065; 1.650; 3.492; 2.559; 2.511; 0.536;
19; 41; 39.115; 1.650; 3.493; 2.558; 2.511; 0.537;
19; 41; 39.165; 1.650; 3.467; 2.558; 2.512; 0.534;
19; 41; 39.215; 1.650; 3.532; 2.558; 2.511; 0.537;
19; 41; 39.265; 1.650; 3.480; 2.557; 2.511; 0.536;
19; 41; 39.315; 1.650; 3.479; 2.559; 2.511; 0.537;
19; 41; 39.365; 1.650; 3.480; 2.559; 2.510; 0.536;
19; 41; 39.415; 1.650; 3.481; 2.558; 2.510; 0.537;
19; 41; 39.465; 1.650; 3.451; 2.560; 2.509; 0.537;
19; 41; 39.515; 1.650; 3.480; 2.562; 2.509; 0.537;
19; 41; 39.565; 1.650; 3.468; 2.560; 2.509; 0.538;
19; 41; 39.615; 1.650; 3.500; 2.561; 2.509; 0.538;
19; 41; 39.665; 1.650; 3.476; 2.563; 2.510; 0.538;
19; 41; 39.715; 1.650; 3.487; 2.562; 2.510; 0.534;
19; 41; 39.765; 1.650; 3.467; 2.561; 2.510; 0.540;
19; 41; 39.815; 1.650; 3.489; 2.560; 2.510; 0.538;
19; 41; 39.865; 1.650; 3.463; 2.561; 2.511; 0.538;
19; 41; 39.915; 1.650; 3.492; 2.561; 2.511; 0.540;
19; 41; 39.965; 1.650; 3.464; 2.561; 2.510; 0.542;
19; 41; 40.015; 1.650; 3.476; 2.560; 2.511; 0.542;
19; 41; 40.065; 1.650; 3.462; 2.559; 2.510; 0.540;
19; 41; 40.115; 1.650; 3.497; 2.558; 2.510; 0.539;
19; 41; 40.165; 1.650; 3.467; 2.556; 2.512; 0.540;
19; 41; 40.215; 1.650; 3.467; 2.554; 2.511; 0.539;
19; 41; 40.265; 1.650; 3.490; 2.555; 2.511; 0.539;
19; 41; 40.315; 1.650; 3.499; 2.554; 2.512; 0.540;
19; 41; 40.365; 1.650; 3.474; 2.553; 2.510; 0.541;
19; 41; 40.415; 1.650; 3.519; 2.554; 2.510; 0.541;
19; 41; 40.590; 1.480; 3.496; 2.558; 2.510; 0.542;
19; 41; 40.640; 1.480; 3.502; 2.556; 2.510; 0.544;
19; 41; 40.690; 1.480; 3.483; 2.557; 2.510; 0.538;
19; 41; 40.740; 1.480; 3.463; 2.555; 2.510; 0.542;
19; 41; 40.790; 1.480; 3.482; 2.554; 2.511; 0.542;
19; 41; 40.840; 1.480; 3.511; 2.554; 2.511; 0.543;
19; 41; 40.890; 1.480; 3.484; 2.553; 2.511; 0.541;
19; 41; 40.940; 1.480; 3.485; 2.552; 2.510; 0.543;
19; 41; 40.990; 1.480; 3.476; 2.552; 2.511; 0.542;
19; 41; 41.040; 1.480; 3.527; 2.553; 2.510; 0.543;
19; 41; 41.090; 1.480; 3.464; 2.553; 2.510; 0.544;
19; 41; 41.140; 1.480; 3.471; 2.553; 2.510; 0.542;
19; 41; 41.190; 1.480; 3.473; 2.554; 2.509; 0.543;
19; 41; 41.240; 1.480; 3.446; 2.554; 2.509; 0.544;
19; 41; 41.290; 1.480; 3.452; 2.554; 2.509; 0.544;
19; 41; 41.340; 1.480; 3.515; 2.555; 2.509; 0.544;
19; 41; 41.390; 1.480; 3.495; 2.555; 2.509; 0.545;
19; 41; 41.440; 1.480; 3.477; 2.555; 2.509; 0.544;
19; 41; 41.490; 1.480; 3.507; 2.557; 2.509; 0.544;
19; 41; 41.540; 1.480; 3.471; 2.556; 2.509; 0.545;
19; 41; 41.590; 1.480; 3.506; 2.556; 2.509; 0.546;
19; 41; 41.640; 1.480; 3.459; 2.557; 2.509; 0.545;
19; 41; 41.690; 1.480; 3.463; 2.557; 2.509; 0.548;
19; 41; 41.740; 1.480; 3.488; 2.557; 2.510; 0.537;
19; 41; 41.790; 1.480; 3.485; 2.557; 2.510; 0.546;
19; 41; 41.840; 1.480; 3.499; 2.557; 2.509; 0.547;
19; 41; 41.890; 1.480; 3.511; 2.557; 2.509; 0.546;
19; 41; 41.940; 1.480; 3.500; 2.556; 2.509; 0.545;
19; 41; 41.990; 1.480; 3.502; 2.557; 2.509; 0.548;
19; 41; 42.040; 1.480; 3.460; 2.556; 2.510; 0.548;
19; 41; 42.214; 1.310; 3.501; 2.554; 2.509; 0.548;
19; 41; 42.264; 1.310; 3.475; 2.552; 2.509; 0.548;
19; 41; 42.314; 1.310; 3.477; 2.553; 2.509; 0.548;
19; 41; 42.364; 1.310; 3.548; 2.555; 2.509; 0.549;
19; 41; 42.414; 1.310; 3.436; 2.554; 2.509; 0.548;
19; 41; 42.464; 1.310; 3.450; 2.555; 2.508; 0.549;
19; 41; 42.514; 1.310; 3.494; 2.556; 2.509; 0.549;
19; 41; 42.564; 1.310; 3.501; 2.557; 2.509; 0.549;
19; 41; 42.614; 1.310; 3.478; 2.556; 2.509; 0.549;
19; 41; 42.664; 1.310; 3.444; 2.556; 2.508; 0.550;
19; 41; 42.714; 1.310; 3.473; 2.557; 2.509; 0.551;
19; 41; 42.764; 1.310; 3.502; 2.557; 2.509; 0.549;
19; 41; 42.814; 1.310; 3.473; 2.557; 2.508; 0.548;
19; 41; 42.864; 1.310; 3.468; 2.557; 2.509; 0.551;
19; 41; 42.914; 1.310; 3.466; 2.558; 2.509; 0.556;
19; 41; 42.964; 1.310; 3.450; 2.557; 2.509; 0.544;
19; 41; 43.014; 1.310; 3.479; 2.557; 2.509; 0.549;
19; 41; 43.064; 1.310; 3.451; 2.557; 2.509; 0.551;
19; 41; 43.114; 1.310; 3.468; 2.558; 2.510; 0.552;
19; 41; 43.164; 1.310; 3.465; 2.558; 2.508; 0.553;
19; 41; 43.214; 1.310; 3.492; 2.557; 2.509; 0.553;
19; 41; 43.264; 1.310; 3.479; 2.557; 2.510; 0.552;
19; 41; 43.314; 1.310; 3.445; 2.557; 2.509; 0.552;
19; 41; 43.364; 1.310; 3.424; 2.557; 2.509; 0.552;
19; 41; 43.414; 1.310; 3.486; 2.557; 2.509; 0.553;
19; 41; 43.464; 1.310; 3.477; 2.556; 2.510; 0.555;
19; 41; 43.514; 1.310; 3.492; 2.555; 2.510; 0.551;
19; 41; 43.564; 1.310; 3.516; 2.555; 2.511; 0.553;
19; 41; 43.614; 1.310; 3.501; 2.555; 2.510; 0.554;
19; 41; 43.664; 1.310; 3.447; 2.552; 2.510; 0.553;
19; 41; 43.898; 1.300; 3.449; 2.556; 2.510; 0.556;
19; 41; 43.948; 1.300; 3.442; 2.556; 2.509; 0.554;
19; 41; 43.998; 1.300; 3.499; 2.556; 2.510; 0.557;
19; 41; 44.048; 1.300; 3.475; 2.556; 2.510; 0.554;
19; 41; 44.098; 1.300; 3.462; 2.555; 2.511; 0.555;
19; 41; 44.148; 1.300; 3.456; 2.553; 2.510; 0.556;
19; 41; 44.198; 1.300; 3.454; 2.551; 2.510; 0.556;
19; 41; 44.248; 1.300; 3.511; 2.552; 2.510; 0.556;
19; 41; 44.298; 1.300; 3.476; 2.552; 2.510; 0.556;
19; 41; 44.348; 1.300; 3.474; 2.552; 2.510; 0.556;
19; 41; 44.398; 1.300; 3.438; 2.551; 2.510; 0.557;
19; 41; 44.448; 1.300; 3.487; 2.552; 2.509; 0.557;
19; 41; 44.498; 1.300; 3.513; 2.554; 2.510; 0.557;
19; 41; 44.548; 1.300; 3.467; 2.554; 2.509; 0.558;
19; 41; 44.598; 1.300; 3.523; 2.554; 2.510; 0.558;
19; 41; 44.648; 1.300; 3.503; 2.555; 2.509; 0.558;
19; 41; 44.698; 1.300; 3.449; 2.556; 2.509; 0.557;
19; 41; 44.748; 1.300; 3.480; 2.556; 2.508; 0.557;
19; 41; 44.798; 1.300; 3.456; 2.557; 2.509; 0.558;
19; 41; 44.848; 1.300; 3.486; 2.557; 2.510; 0.561;
19; 41; 44.898; 1.300; 3.471; 2.557; 2.509; 0.558;
19; 41; 44.948; 1.300; 3.469; 2.557; 2.509; 0.562;
19; 41; 44.998; 1.300; 3.469; 2.557; 2.509; 0.557;
19; 41; 45.048; 1.300; 3.449; 2.556; 2.509; 0.559;
19; 41; 45.098; 1.300; 3.463; 2.555; 2.510; 0.560;
19; 41; 45.148; 1.300; 3.498; 2.555; 2.510; 0.559;
19; 41; 45.198; 1.300; 3.470; 2.554; 2.511; 0.560;
19; 41; 45.248; 1.300; 3.485; 2.552; 2.510; 0.560;
19; 41; 45.298; 1.300; 3.500; 2.552; 2.510; 0.561;
19; 41; 45.348; 1.300; 3.486; 2.550; 2.510; 0.560;
19; 41; 45.523; 1.280; 3.505; 2.552; 2.510; 0.561;
19; 41; 45.573; 1.280; 3.480; 2.552; 2.510; 0.562;
19; 41; 45.623; 1.280; 3.465; 2.551; 2.511; 0.562;
19; 41; 45.673; 1.280; 3.480; 2.552; 2.510; 0.562;
19; 41; 45.723; 1.280; 3.499; 2.552; 2.510; 0.562;
19; 41; 45.773; 1.280; 3.494; 2.553; 2.510; 0.562;
19; 41; 45.823; 1.280; 3.534; 2.553; 2.509; 0.563;
19; 41; 45.873; 1.280; 3.466; 2.553; 2.510; 0.563;
19; 41; 45.923; 1.280; 3.474; 2.555; 2.508; 0.563;
19; 41; 45.973; 1.280; 3.491; 2.555; 2.509; 0.563;
19; 41; 46.023; 1.280; 3.504; 2.556; 2.509; 0.564;
19; 41; 46.073; 1.280; 3.487; 2.556; 2.509; 0.563;
19; 41; 46.123; 1.280; 3.462; 2.558; 2.509; 0.563;
19; 41; 46.173; 1.280; 3.466; 2.557; 2.509; 0.564;
19; 41; 46.223; 1.280; 3.436; 2.556; 2.510; 0.564;
19; 41; 46.273; 1.280; 3.500; 2.556; 2.510; 0.565;
19; 41; 46.323; 1.280; 3.507; 2.556; 2.509; 0.561;
19; 41; 46.373; 1.280; 3.460; 2.554; 2.511; 0.567;
19; 41; 46.423; 1.280; 3.493; 2.554; 2.510; 0.564;
19; 41; 46.473; 1.280; 3.470; 2.553; 2.510; 0.565;
19; 41; 46.523; 1.280; 3.431; 2.553; 2.511; 0.565;
19; 41; 46.573; 1.280; 3.474; 2.551; 2.511; 0.565;
19; 41; 46.623; 1.280; 3.490; 2.551; 2.510; 0.565;
19; 41; 46.673; 1.280; 3.459; 2.552; 2.509; 0.565;
19; 41; 46.723; 1.280; 3.485; 2.553; 2.509; 0.566;
19; 41; 46.773; 1.280; 3.475; 2.554; 2.509; 0.565;
19; 41; 46.823; 1.280; 3.476; 2.555; 2.509; 0.565;
19; 41; 46.873; 1.280; 3.470; 2.555; 2.509; 0.566;
19; 41; 46.923; 1.280; 3.457; 2.556; 2.509; 0.564;
19; 41; 46.973; 1.280; 3.475; 2.557; 2.509; 0.567;
19; 41; 47.128; 1.280; 3.484; 2.554; 2.510; 0.568;
19; 41; 47.178; 1.280; 3.458; 2.555; 2.510; 0.564;
19; 41; 47.228; 1.280; 3.480; 2.554; 2.510; 0.567;
19; 41; 47.278; 1.280; 3.494; 2.554; 2.511; 0.567;
19; 41; 47.328; 1.280; 3.501; 2.553; 2.511; 0.566;
19; 41; 47.378; 1.280; 3.482; 2.552; 2.510; 0.567;
19; 41; 47.428; 1.280; 3.471; 2.551; 2.510; 0.567;
19; 41; 47.478; 1.280; 3.458; 2.553; 2.509; 0.567;
19; 41; 47.528; 1.280; 3.525; 2.554; 2.509; 0.566;
19; 41; 47.578; 1.280; 3.453; 2.553; 2.509; 0.567;
19; 41; 47.628; 1.280; 3.478; 2.554; 2.509; 0.567;
19; 41; 47.678; 1.280; 3.499; 2.554; 2.509; 0.567;
19; 41; 47.728; 1.280; 3.490; 2.555; 2.509; 0.567;
19; 41; 47.778; 1.280; 3.471; 2.555; 2.509; 0.567;
19; 41; 47.828; 1.280; 3.463; 2.556; 2.509; 0.568;
19; 41; 47.878; 1.280; 3.453; 2.557; 2.509; 0.567;
19; 41; 47.928; 1.280; 3.468; 2.556; 2.509; 0.568;
19; 41; 47.978; 1.280; 3.480; 2.558; 2.509; 0.568;
19; 41; 48.028; 1.280; 3.488; 2.557; 2.509; 0.561;
19; 41; 48.078; 1.280; 3.461; 2.557; 2.510; 0.572;
19; 41; 48.128; 1.280; 3.481; 2.557; 2.510; 0.566;
19; 41; 48.178; 1.280; 3.473; 2.556; 2.510; 0.567;
19; 41; 48.228; 1.280; 3.455; 2.556; 2.510; 0.568;
19; 41; 48.278; 1.280; 3.486; 2.555; 2.509; 0.566;
19; 41; 48.328; 1.280; 3.457; 2.554; 2.510; 0.567;
19; 41; 48.378; 1.280; 3.457; 2.553; 2.510; 0.568;
19; 41; 48.428; 1.280; 3.486; 2.551; 2.510; 0.568;
19; 41; 48.478; 1.280; 3.488; 2.550; 2.511; 0.568;
19; 41; 48.528; 1.280; 3.476; 2.552; 2.509; 0.568;
19; 41; 48.578; 1.280; 3.475; 2.554; 2.509; 0.568;
19; 41; 48.726; 1.280; 3.446; 2.554; 2.510; 0.568;
19; 41; 48.776; 1.280; 3.481; 2.553; 2.511; 0.568;
19; 41; 48.826; 1.280; 3.472; 2.553; 2.510; 0.567;
19; 41; 48.876; 1.280; 3.493; 2.552; 2.510; 0.567;
19; 41; 48.926; 1.280; 3.489; 2.551; 2.510; 0.568;
19; 41; 48.976; 1.280; 3.472; 2.551; 2.509; 0.568;
19; 41; 49.026; 1.280; 3.488; 2.553; 2.510; 0.568;
19; 41; 49.076; 1.280; 3.484; 2.553; 2.509; 0.568;
19; 41; 49.126; 1.280; 3.426; 2.553; 2.509; 0.568;
19; 41; 49.176; 1.280; 3.494; 2.554; 2.508; 0.568;
19; 41; 49.226; 1.280; 3.482; 2.554; 2.509; 0.568;
19; 41; 49.276; 1.280; 3.484; 2.555; 2.509; 0.569;
19; 41; 49.326; 1.280; 3.452; 2.556; 2.509; 0.567;
19; 41; 49.376; 1.280; 3.495; 2.556; 2.508; 0.569;
19; 41; 49.426; 1.280; 3.477; 2.557; 2.510; 0.570;
19; 41; 49.476; 1.280; 3.458; 2.557; 2.509; 0.567;
19; 41; 49.526; 1.280; 3.454; 2.557; 2.509; 0.569;
19; 41; 49.576; 1.280; 3.481; 2.557; 2.510; 0.569;
19; 41; 49.626; 1.280; 3.463; 2.555; 2.511; 0.569;
19; 41; 49.676; 1.280; 3.458; 2.555; 2.510; 0.564;
19; 41; 49.726; 1.280; 3.490; 2.554; 2.510; 0.570;
19; 41; 49.776; 1.280; 3.486; 2.553; 2.511; 0.569;
19; 41; 49.826; 1.280; 3.467; 2.553; 2.510; 0.569;
19; 41; 49.876; 1.280; 3.493; 2.551; 2.510; 0.568;
19; 41; 49.926; 1.280; 3.458; 2.551; 2.510; 0.568;
19; 41; 49.976; 1.280; 3.493; 2.550; 2.510; 0.568;
19; 41; 50.026; 1.280; 3.483; 2.550; 2.510; 0.568;
19; 41; 50.076; 1.280; 3.472; 2.552; 2.509; 0.568;
19; 41; 50.126; 1.280; 3.489; 2.553; 2.509; 0.568;
19; 41; 50.176; 1.280; 3.462; 2.553; 2.508; 0.569;
19; 41; 50.324; 1.260; 3.490; 2.557; 2.509; 0.569;
19; 41; 50.374; 1.260; 3.463; 2.557; 2.510; 0.567;
19; 41; 50.424; 1.260; 3.436; 2.556; 2.509; 0.569;
19; 41; 50.474; 1.260; 3.482; 2.556; 2.510; 0.569;
19; 41; 50.524; 1.260; 3.496; 2.555; 2.511; 0.568;
19; 41; 50.574; 1.260; 3.451; 2.554; 2.510; 0.568;
19; 41; 50.624; 1.260; 3.498; 2.552; 2.510; 0.568;
19; 41; 50.674; 1.260; 3.481; 2.551; 2.511; 0.568;
19; 41; 50.724; 1.260; 3.496; 2.550; 2.510; 0.568;
19; 41; 50.774; 1.260; 3.483; 2.553; 2.510; 0.569;
19; 41; 50.824; 1.260; 3.484; 2.553; 2.508; 0.569;
19; 41; 50.874; 1.260; 3.462; 2.554; 2.510; 0.569;
19; 41; 50.924; 1.260; 3.450; 2.555; 2.509; 0.568;
19; 41; 50.974; 1.260; 3.469; 2.557; 2.509; 0.570;
19; 41; 51.024; 1.260; 3.481; 2.556; 2.509; 0.566;
19; 41; 51.074; 1.260; 3.460; 2.556; 2.510; 0.572;
19; 41; 51.124; 1.260; 3.500; 2.558; 2.510; 0.569;
19; 41; 51.174; 1.260; 3.450; 2.556; 2.510; 0.568;
19; 41; 51.224; 1.260; 3.510; 2.557; 2.510; 0.568;
19; 41; 51.274; 1.260; 3.474; 2.556; 2.510; 0.570;
19; 41; 51.324; 1.260; 3.478; 2.553; 2.510; 0.568;
19; 41; 51.374; 1.260; 3.468; 2.552; 2.510; 0.569;
19; 41; 51.424; 1.260; 3.478; 2.550; 2.510; 0.569;
19; 41; 51.474; 1.260; 3.473; 2.551; 2.510; 0.569;
19; 41; 51.524; 1.260; 3.460; 2.553; 2.509; 0.569;
19; 41; 51.574; 1.260; 3.453; 2.554; 2.509; 0.568;
19; 41; 51.624; 1.260; 3.443; 2.554; 2.509; 0.569;
19; 41; 51.674; 1.260; 3.457; 2.556; 2.508; 0.569;
19; 41; 51.724; 1.260; 3.434; 2.556; 2.509; 0.569;
19; 41; 51.774; 1.260; 3.478; 2.557; 2.509; 0.567;
19; 41; 51.929; 1.270; 3.508; 2.555; 2.510; 0.568;
19; 41; 51.979; 1.270; 3.472; 2.554; 2.509; 0.570;
19; 41; 52.029; 1.270; 3.500; 2.552; 2.510; 0.569;
19; 41; 52.079; 1.270; 3.471; 2.551; 2.510; 0.569;
19; 41; 52.129; 1.270; 3.479; 2.550; 2.509; 0.569;
19; 41; 52.179; 1.270; 3.476; 2.553; 2.510; 0.569;
19; 41; 52.229; 1.270; 3.504; 2.554; 2.509; 0.569;
19; 41; 52.279; 1.270; 3.462; 2.554; 2.509; 0.569;
19; 41; 52.329; 1.270; 3.483; 2.556; 2.509; 0.568;
19; 41; 52.379; 1.270; 3.464; 2.556; 2.509; 0.568;
19; 41; 52.429; 1.270; 3.459; 2.555; 2.510; 0.568;
19; 41; 52.479; 1.270; 3.504; 2.556; 2.510; 0.569;
19; 41; 52.529; 1.270; 3.469; 2.555; 2.510; 0.567;
19; 41; 52.579; 1.270; 3.460; 2.554; 2.510; 0.570;
19; 41; 52.629; 1.270; 3.480; 2.553; 2.510; 0.569;
19; 41; 52.679; 1.270; 3.477; 2.553; 2.510; 0.569;
19; 41; 52.729; 1.270; 3.488; 2.552; 2.510; 0.569;
19; 41; 52.779; 1.270; 3.483; 2.552; 2.510; 0.569;
19; 41; 52.829; 1.270; 3.487; 2.551; 2.511; 0.569;
19; 41; 52.879; 1.270; 3.475; 2.550; 2.511; 0.568;
19; 41; 52.929; 1.270; 3.485; 2.552; 2.509; 0.569;
19; 41; 52.979; 1.270; 3.466; 2.553; 2.509; 0.569;
19; 41; 53.029; 1.270; 3.427; 2.553; 2.509; 0.569;
19; 41; 53.079; 1.270; 3.484; 2.554; 2.509; 0.568;
19; 41; 53.129; 1.270; 3.469; 2.555; 2.509; 0.568;
19; 41; 53.179; 1.270; 3.448; 2.555; 2.509; 0.569;
19; 41; 53.229; 1.270; 3.439; 2.557; 2.509; 0.569;
19; 41; 53.279; 1.270; 3.476; 2.555; 2.510; 0.569;
19; 41; 53.329; 1.270; 3.441; 2.556; 2.510; 0.569;
19; 41; 53.379; 1.270; 3.498; 2.558; 2.510; 0.569;
19; 41; 53.531; 1.270; 3.466; 2.556; 2.509; 0.570;
19; 41; 53.581; 1.270; 3.473; 2.556; 2.509; 0.566;
19; 41; 53.631; 1.270; 3.461; 2.557; 2.509; 0.571;
19; 41; 53.681; 1.270; 3.444; 2.556; 2.509; 0.568;
19; 41; 53.731; 1.270; 3.480; 2.556; 2.509; 0.569;
19; 41; 53.781; 1.270; 3.469; 2.554; 2.510; 0.568;
19; 41; 53.831; 1.270; 3.437; 2.553; 2.510; 0.568;
19; 41; 53.881; 1.270; 3.466; 2.552; 2.510; 0.568;
19; 41; 53.931; 1.270; 3.468; 2.550; 2.510; 0.568;
19; 41; 53.981; 1.270; 3.441; 2.551; 2.510; 0.568;
19; 41; 54.031; 1.270; 3.484; 2.552; 2.510; 0.569;
19; 41; 54.081; 1.270; 3.454; 2.553; 2.509; 0.568;
19; 41; 54.131; 1.270; 3.468; 2.554; 2.509; 0.568;
19; 41; 54.181; 1.270; 3.451; 2.556; 2.509; 0.568;
19; 41; 54.231; 1.270; 3.468; 2.556; 2.509; 0.569;
19; 41; 54.281; 1.270; 3.448; 2.557; 2.509; 0.568;
19; 41; 54.331; 1.270; 3.485; 2.556; 2.510; 0.569;
19; 41; 54.381; 1.270; 3.478; 2.556; 2.510; 0.569;
19; 41; 54.431; 1.270; 3.457; 2.556; 2.510; 0.569;
19; 41; 54.481; 1.270; 3.492; 2.555; 2.511; 0.568;
19; 41; 54.531; 1.270; 3.496; 2.554; 2.511; 0.568;
19; 41; 54.581; 1.270; 3.473; 2.552; 2.511; 0.568;
19; 41; 54.631; 1.270; 3.475; 2.551; 2.510; 0.569;
19; 41; 54.681; 1.270; 3.494; 2.552; 2.511; 0.568;
19; 41; 54.731; 1.270; 3.469; 2.551; 2.510; 0.568;
19; 41; 54.781; 1.270; 3.413; 2.550; 2.510; 0.569;
