ore; minuti; secondi; corrente; tensione; lemcurr; lemref; temperatura/100;
19; 11; 12.290; 1.790; 3.271; 2.567; 2.512; 0.372;
19; 11; 12.340; 1.790; 3.275; 2.566; 2.510; 0.371;
19; 11; 12.390; 1.790; 3.277; 2.564; 2.511; 0.372;
19; 11; 12.440; 1.790; 3.278; 2.563; 2.511; 0.369;
19; 11; 12.490; 1.790; 3.280; 2.562; 2.511; 0.371;
19; 11; 12.540; 1.790; 3.278; 2.561; 2.511; 0.371;
19; 11; 12.590; 1.790; 3.276; 2.562; 2.510; 0.373;
19; 11; 12.640; 1.790; 3.276; 2.563; 2.508; 0.372;
19; 11; 12.690; 1.790; 3.274; 2.564; 2.509; 0.368;
19; 11; 12.740; 1.790; 3.275; 2.565; 2.509; 0.377;
19; 11; 12.790; 1.790; 3.272; 2.566; 2.509; 0.362;
19; 11; 12.840; 1.790; 3.271; 2.567; 2.510; 0.383;
19; 11; 12.890; 1.790; 3.270; 2.566; 2.510; 0.359;
19; 11; 12.940; 1.790; 3.271; 2.564; 2.510; 0.379;
19; 11; 12.990; 1.790; 3.271; 2.565; 2.510; 0.373;
19; 11; 13.040; 1.790; 3.272; 2.564; 2.511; 0.369;
19; 11; 13.090; 1.790; 3.276; 2.562; 2.510; 0.373;
19; 11; 13.273; 1.610; 3.272; 2.563; 2.509; 0.370;
19; 11; 13.323; 1.610; 3.271; 2.564; 2.509; 0.370;
19; 11; 13.373; 1.610; 3.270; 2.564; 2.510; 0.380;
19; 11; 13.423; 1.610; 3.271; 2.562; 2.510; 0.369;
19; 11; 13.473; 1.610; 3.272; 2.563; 2.511; 0.381;
19; 11; 13.523; 1.610; 3.275; 2.562; 2.510; 0.368;
19; 11; 13.573; 1.610; 3.277; 2.561; 2.510; 0.378;
19; 11; 13.623; 1.610; 3.279; 2.559; 2.511; 0.378;
19; 11; 13.673; 1.610; 3.280; 2.559; 2.510; 0.377;
19; 11; 13.723; 1.610; 3.279; 2.558; 2.510; 0.372;
19; 11; 13.773; 1.610; 3.278; 2.556; 2.511; 0.378;
19; 11; 13.823; 1.610; 3.280; 2.556; 2.510; 0.376;
19; 11; 13.873; 1.610; 3.280; 2.556; 2.510; 0.378;
19; 11; 13.923; 1.610; 3.277; 2.557; 2.510; 0.379;
19; 11; 13.973; 1.610; 3.276; 2.558; 2.509; 0.376;
19; 11; 14.023; 1.610; 3.277; 2.559; 2.509; 0.377;
19; 11; 14.073; 1.610; 3.274; 2.561; 2.509; 0.373;
19; 11; 14.123; 1.610; 3.273; 2.561; 2.509; 0.390;
19; 11; 14.173; 1.610; 3.272; 2.561; 2.510; 0.372;
19; 11; 14.223; 1.610; 3.271; 2.560; 2.510; 0.378;
19; 11; 14.273; 1.610; 3.276; 2.560; 2.509; 0.377;
19; 11; 14.323; 1.610; 3.278; 2.559; 2.510; 0.382;
19; 11; 14.373; 1.610; 3.280; 2.555; 2.510; 0.379;
19; 11; 14.423; 1.610; 3.281; 2.556; 2.511; 0.378;
19; 11; 14.473; 1.610; 3.281; 2.555; 2.511; 0.381;
19; 11; 14.523; 1.610; 3.279; 2.554; 2.510; 0.379;
19; 11; 14.573; 1.610; 3.278; 2.556; 2.508; 0.382;
19; 11; 14.623; 1.610; 3.277; 2.558; 2.508; 0.380;
19; 11; 14.673; 1.610; 3.275; 2.559; 2.509; 0.379;
19; 11; 14.723; 1.610; 3.272; 2.560; 2.509; 0.379;
19; 11; 14.921; 1.410; 3.273; 2.559; 2.510; 0.383;
19; 11; 14.971; 1.410; 3.276; 2.558; 2.510; 0.379;
19; 11; 15.021; 1.410; 3.280; 2.556; 2.510; 0.381;
19; 11; 15.071; 1.410; 3.280; 2.554; 2.510; 0.384;
19; 11; 15.121; 1.410; 3.280; 2.556; 2.509; 0.385;
19; 11; 15.171; 1.410; 3.280; 2.554; 2.509; 0.381;
19; 11; 15.221; 1.410; 3.279; 2.555; 2.509; 0.387;
19; 11; 15.271; 1.410; 3.277; 2.556; 2.509; 0.383;
19; 11; 15.321; 1.410; 3.275; 2.558; 2.508; 0.385;
19; 11; 15.371; 1.410; 3.276; 2.559; 2.508; 0.382;
19; 11; 15.421; 1.410; 3.274; 2.558; 2.509; 0.384;
19; 11; 15.471; 1.410; 3.272; 2.559; 2.508; 0.394;
19; 11; 15.521; 1.410; 3.272; 2.560; 2.509; 0.369;
19; 11; 15.571; 1.410; 3.271; 2.559; 2.509; 0.397;
19; 11; 15.621; 1.410; 3.271; 2.559; 2.510; 0.392;
19; 11; 15.671; 1.410; 3.272; 2.559; 2.510; 0.381;
19; 11; 15.721; 1.410; 3.273; 2.558; 2.509; 0.393;
19; 11; 15.771; 1.410; 3.275; 2.558; 2.510; 0.379;
19; 11; 15.821; 1.410; 3.277; 2.557; 2.510; 0.386;
19; 11; 15.871; 1.410; 3.279; 2.556; 2.510; 0.389;
19; 11; 15.921; 1.410; 3.279; 2.555; 2.510; 0.388;
19; 11; 15.971; 1.410; 3.279; 2.553; 2.510; 0.388;
19; 11; 16.021; 1.410; 3.281; 2.553; 2.510; 0.386;
19; 11; 16.071; 1.410; 3.279; 2.553; 2.509; 0.388;
19; 11; 16.121; 1.410; 3.278; 2.555; 2.509; 0.389;
19; 11; 16.171; 1.410; 3.276; 2.557; 2.509; 0.388;
19; 11; 16.221; 1.410; 3.275; 2.556; 2.508; 0.391;
19; 11; 16.271; 1.410; 3.275; 2.557; 2.508; 0.386;
19; 11; 16.321; 1.410; 3.276; 2.557; 2.508; 0.394;
19; 11; 16.371; 1.410; 3.274; 2.558; 2.508; 0.390;
19; 11; 16.545; 1.300; 3.277; 2.555; 2.509; 0.395;
19; 11; 16.595; 1.300; 3.276; 2.555; 2.509; 0.388;
19; 11; 16.645; 1.300; 3.276; 2.556; 2.509; 0.392;
19; 11; 16.695; 1.300; 3.275; 2.557; 2.509; 0.389;
19; 11; 16.745; 1.300; 3.276; 2.558; 2.508; 0.391;
19; 11; 16.795; 1.300; 3.272; 2.558; 2.508; 0.395;
19; 11; 16.845; 1.300; 3.272; 2.559; 2.508; 0.384;
19; 11; 16.895; 1.300; 3.271; 2.559; 2.509; 0.401;
19; 11; 16.945; 1.300; 3.270; 2.560; 2.508; 0.381;
19; 11; 16.995; 1.300; 3.271; 2.559; 2.509; 0.395;
19; 11; 17.045; 1.300; 3.270; 2.558; 2.509; 0.393;
19; 11; 17.095; 1.300; 3.271; 2.559; 2.510; 0.394;
19; 11; 17.145; 1.300; 3.273; 2.557; 2.510; 0.390;
19; 11; 17.195; 1.300; 3.275; 2.557; 2.509; 0.397;
19; 11; 17.245; 1.300; 3.277; 2.556; 2.510; 0.395;
19; 11; 17.295; 1.300; 3.277; 2.554; 2.511; 0.393;
19; 11; 17.345; 1.300; 3.277; 2.554; 2.510; 0.398;
19; 11; 17.395; 1.300; 3.279; 2.554; 2.510; 0.392;
19; 11; 17.445; 1.300; 3.278; 2.554; 2.510; 0.396;
19; 11; 17.495; 1.300; 3.276; 2.555; 2.510; 0.393;
19; 11; 17.545; 1.300; 3.276; 2.556; 2.509; 0.398;
19; 11; 17.595; 1.300; 3.275; 2.556; 2.509; 0.395;
19; 11; 17.645; 1.300; 3.274; 2.557; 2.509; 0.397;
19; 11; 17.695; 1.300; 3.274; 2.556; 2.508; 0.397;
19; 11; 17.745; 1.300; 3.275; 2.558; 2.509; 0.395;
19; 11; 17.795; 1.300; 3.277; 2.558; 2.509; 0.399;
19; 11; 17.845; 1.300; 3.272; 2.558; 2.509; 0.402;
19; 11; 17.895; 1.300; 3.271; 2.558; 2.509; 0.392;
19; 11; 17.945; 1.300; 3.270; 2.558; 2.509; 0.396;
19; 11; 17.995; 1.300; 3.270; 2.560; 2.509; 0.412;
19; 11; 18.224; 1.270; 3.269; 2.559; 2.510; 0.404;
19; 11; 18.274; 1.270; 3.269; 2.558; 2.510; 0.399;
19; 11; 18.324; 1.270; 3.270; 2.559; 2.510; 0.396;
19; 11; 18.374; 1.270; 3.270; 2.558; 2.510; 0.405;
19; 11; 18.424; 1.270; 3.271; 2.559; 2.509; 0.409;
19; 11; 18.474; 1.270; 3.273; 2.558; 2.510; 0.395;
19; 11; 18.524; 1.270; 3.273; 2.557; 2.509; 0.404;
19; 11; 18.574; 1.270; 3.276; 2.556; 2.510; 0.402;
19; 11; 18.624; 1.270; 3.276; 2.554; 2.510; 0.399;
19; 11; 18.674; 1.270; 3.277; 2.554; 2.510; 0.407;
19; 11; 18.724; 1.270; 3.278; 2.554; 2.510; 0.400;
19; 11; 18.774; 1.270; 3.277; 2.554; 2.509; 0.404;
19; 11; 18.824; 1.270; 3.276; 2.554; 2.509; 0.401;
19; 11; 18.874; 1.270; 3.276; 2.554; 2.509; 0.402;
19; 11; 18.924; 1.270; 3.275; 2.554; 2.509; 0.406;
19; 11; 18.974; 1.270; 3.275; 2.555; 2.509; 0.400;
19; 11; 19.024; 1.270; 3.273; 2.556; 2.508; 0.403;
19; 11; 19.074; 1.270; 3.273; 2.555; 2.508; 0.405;
19; 11; 19.124; 1.270; 3.272; 2.556; 2.509; 0.403;
19; 11; 19.174; 1.270; 3.274; 2.558; 2.508; 0.403;
19; 11; 19.224; 1.270; 3.273; 2.558; 2.509; 0.407;
19; 11; 19.274; 1.270; 3.270; 2.558; 2.509; 0.403;
19; 11; 19.324; 1.270; 3.268; 2.560; 2.509; 0.404;
19; 11; 19.374; 1.270; 3.268; 2.559; 2.509; 0.413;
19; 11; 19.424; 1.270; 3.268; 2.558; 2.509; 0.397;
19; 11; 19.474; 1.270; 3.268; 2.558; 2.509; 0.416;
19; 11; 19.524; 1.270; 3.267; 2.559; 2.510; 0.407;
19; 11; 19.574; 1.270; 3.269; 2.558; 2.509; 0.403;
19; 11; 19.624; 1.270; 3.270; 2.558; 2.510; 0.413;
19; 11; 19.674; 1.270; 3.272; 2.557; 2.510; 0.404;
19; 11; 19.832; 1.290; 3.269; 2.558; 2.509; 0.407;
19; 11; 19.882; 1.290; 3.267; 2.559; 2.509; 0.401;
19; 11; 19.932; 1.290; 3.267; 2.558; 2.509; 0.412;
19; 11; 19.982; 1.290; 3.267; 2.558; 2.509; 0.407;
19; 11; 20.032; 1.290; 3.270; 2.558; 2.510; 0.412;
19; 11; 20.082; 1.290; 3.272; 2.557; 2.509; 0.406;
19; 11; 20.132; 1.290; 3.274; 2.555; 2.510; 0.410;
19; 11; 20.182; 1.290; 3.275; 2.554; 2.509; 0.408;
19; 11; 20.232; 1.290; 3.275; 2.554; 2.510; 0.412;
19; 11; 20.282; 1.290; 3.277; 2.552; 2.509; 0.407;
19; 11; 20.332; 1.290; 3.276; 2.552; 2.509; 0.411;
19; 11; 20.382; 1.290; 3.274; 2.554; 2.509; 0.409;
19; 11; 20.432; 1.290; 3.274; 2.554; 2.508; 0.412;
19; 11; 20.482; 1.290; 3.271; 2.556; 2.509; 0.411;
19; 11; 20.532; 1.290; 3.272; 2.557; 2.508; 0.411;
19; 11; 20.582; 1.290; 3.268; 2.558; 2.509; 0.409;
19; 11; 20.632; 1.290; 3.267; 2.559; 2.508; 0.412;
19; 11; 20.682; 1.290; 3.266; 2.558; 2.509; 0.412;
19; 11; 20.732; 1.290; 3.268; 2.558; 2.510; 0.413;
19; 11; 20.782; 1.290; 3.271; 2.558; 2.509; 0.409;
19; 11; 20.832; 1.290; 3.274; 2.556; 2.510; 0.415;
19; 11; 20.882; 1.290; 3.274; 2.555; 2.510; 0.411;
19; 11; 20.932; 1.290; 3.274; 2.553; 2.510; 0.415;
19; 11; 20.982; 1.290; 3.275; 2.553; 2.510; 0.412;
19; 11; 21.032; 1.290; 3.275; 2.553; 2.509; 0.414;
19; 11; 21.082; 1.290; 3.273; 2.554; 2.509; 0.413;
19; 11; 21.132; 1.290; 3.272; 2.554; 2.509; 0.416;
19; 11; 21.182; 1.290; 3.272; 2.556; 2.508; 0.413;
19; 11; 21.232; 1.290; 3.271; 2.556; 2.508; 0.416;
19; 11; 21.282; 1.290; 3.271; 2.558; 2.508; 0.414;
19; 11; 21.438; 1.280; 3.272; 2.555; 2.510; 0.418;
19; 11; 21.488; 1.280; 3.274; 2.555; 2.510; 0.416;
19; 11; 21.538; 1.280; 3.272; 2.553; 2.509; 0.416;
19; 11; 21.588; 1.280; 3.273; 2.554; 2.510; 0.421;
19; 11; 21.638; 1.280; 3.275; 2.554; 2.510; 0.415;
19; 11; 21.688; 1.280; 3.274; 2.554; 2.510; 0.418;
19; 11; 21.738; 1.280; 3.271; 2.554; 2.509; 0.417;
19; 11; 21.788; 1.280; 3.271; 2.556; 2.509; 0.417;
19; 11; 21.838; 1.280; 3.271; 2.555; 2.508; 0.418;
19; 11; 21.888; 1.280; 3.270; 2.557; 2.508; 0.419;
19; 11; 21.938; 1.280; 3.271; 2.558; 2.508; 0.418;
19; 11; 21.988; 1.280; 3.268; 2.558; 2.508; 0.422;
19; 11; 22.038; 1.280; 3.268; 2.559; 2.508; 0.416;
19; 11; 22.088; 1.280; 3.266; 2.559; 2.509; 0.422;
19; 11; 22.138; 1.280; 3.266; 2.558; 2.508; 0.411;
19; 11; 22.188; 1.280; 3.265; 2.558; 2.510; 0.424;
19; 11; 22.238; 1.280; 3.266; 2.559; 2.510; 0.418;
19; 11; 22.288; 1.280; 3.266; 2.558; 2.510; 0.424;
19; 11; 22.338; 1.280; 3.269; 2.557; 2.511; 0.419;
19; 11; 22.388; 1.280; 3.270; 2.556; 2.510; 0.419;
19; 11; 22.438; 1.280; 3.273; 2.555; 2.510; 0.421;
19; 11; 22.488; 1.280; 3.273; 2.555; 2.510; 0.421;
19; 11; 22.538; 1.280; 3.275; 2.554; 2.511; 0.421;
19; 11; 22.588; 1.280; 3.273; 2.553; 2.510; 0.423;
19; 11; 22.638; 1.280; 3.272; 2.554; 2.510; 0.423;
19; 11; 22.688; 1.280; 3.270; 2.557; 2.509; 0.422;
19; 11; 22.738; 1.280; 3.270; 2.557; 2.508; 0.422;
19; 11; 22.788; 1.280; 3.268; 2.557; 2.509; 0.424;
19; 11; 22.838; 1.280; 3.266; 2.558; 2.508; 0.419;
19; 11; 22.888; 1.280; 3.265; 2.559; 2.509; 0.430;
19; 11; 23.044; 1.260; 3.272; 2.555; 2.509; 0.426;
19; 11; 23.094; 1.260; 3.272; 2.554; 2.511; 0.424;
19; 11; 23.144; 1.260; 3.272; 2.554; 2.509; 0.425;
19; 11; 23.194; 1.260; 3.273; 2.553; 2.510; 0.425;
19; 11; 23.244; 1.260; 3.271; 2.554; 2.509; 0.426;
19; 11; 23.294; 1.260; 3.269; 2.557; 2.508; 0.424;
19; 11; 23.344; 1.260; 3.270; 2.558; 2.508; 0.425;
19; 11; 23.394; 1.260; 3.266; 2.557; 2.509; 0.427;
19; 11; 23.444; 1.260; 3.265; 2.559; 2.508; 0.430;
19; 11; 23.494; 1.260; 3.264; 2.558; 2.509; 0.413;
19; 11; 23.544; 1.260; 3.264; 2.559; 2.509; 0.431;
19; 11; 23.594; 1.260; 3.265; 2.559; 2.509; 0.426;
19; 11; 23.644; 1.260; 3.267; 2.557; 2.509; 0.428;
19; 11; 23.694; 1.260; 3.271; 2.556; 2.510; 0.428;
19; 11; 23.744; 1.260; 3.271; 2.554; 2.510; 0.427;
19; 11; 23.794; 1.260; 3.273; 2.554; 2.510; 0.428;
19; 11; 23.844; 1.260; 3.272; 2.554; 2.510; 0.428;
19; 11; 23.894; 1.260; 3.271; 2.554; 2.509; 0.428;
19; 11; 23.944; 1.260; 3.269; 2.556; 2.509; 0.428;
19; 11; 23.994; 1.260; 3.268; 2.557; 2.508; 0.429;
19; 11; 24.044; 1.260; 3.270; 2.557; 2.508; 0.428;
19; 11; 24.094; 1.260; 3.267; 2.558; 2.508; 0.431;
19; 11; 24.144; 1.260; 3.266; 2.558; 2.508; 0.427;
19; 11; 24.194; 1.260; 3.264; 2.559; 2.509; 0.435;
19; 11; 24.244; 1.260; 3.264; 2.559; 2.509; 0.425;
19; 11; 24.294; 1.260; 3.264; 2.559; 2.509; 0.435;
19; 11; 24.344; 1.260; 3.264; 2.558; 2.510; 0.431;
19; 11; 24.394; 1.260; 3.264; 2.559; 2.509; 0.430;
19; 11; 24.444; 1.260; 3.264; 2.559; 2.510; 0.429;
19; 11; 24.494; 1.260; 3.264; 2.559; 2.510; 0.429;
19; 11; 24.650; 1.270; 3.271; 2.555; 2.510; 0.432;
19; 11; 24.700; 1.270; 3.270; 2.554; 2.510; 0.434;
19; 11; 24.750; 1.270; 3.272; 2.554; 2.510; 0.432;
19; 11; 24.800; 1.270; 3.271; 2.553; 2.509; 0.434;
19; 11; 24.850; 1.270; 3.270; 2.554; 2.510; 0.432;
19; 11; 24.900; 1.270; 3.271; 2.554; 2.509; 0.433;
19; 11; 24.950; 1.270; 3.269; 2.555; 2.509; 0.440;
19; 11; 25.000; 1.270; 3.268; 2.555; 2.508; 0.434;
19; 11; 25.050; 1.270; 3.267; 2.557; 2.509; 0.435;
19; 11; 25.100; 1.270; 3.268; 2.557; 2.508; 0.434;
19; 11; 25.150; 1.270; 3.267; 2.558; 2.509; 0.436;
19; 11; 25.200; 1.270; 3.265; 2.557; 2.509; 0.432;
19; 11; 25.250; 1.270; 3.264; 2.559; 2.508; 0.440;
19; 11; 25.300; 1.270; 3.263; 2.559; 2.509; 0.431;
19; 11; 25.350; 1.270; 3.262; 2.559; 2.510; 0.441;
19; 11; 25.400; 1.270; 3.263; 2.559; 2.509; 0.437;
19; 11; 25.450; 1.270; 3.264; 2.558; 2.509; 0.435;
19; 11; 25.500; 1.270; 3.265; 2.558; 2.510; 0.436;
19; 11; 25.550; 1.270; 3.267; 2.557; 2.510; 0.437;
19; 11; 25.600; 1.270; 3.269; 2.556; 2.510; 0.437;
19; 11; 25.650; 1.270; 3.271; 2.555; 2.510; 0.437;
19; 11; 25.700; 1.270; 3.270; 2.554; 2.510; 0.438;
19; 11; 25.750; 1.270; 3.271; 2.553; 2.509; 0.437;
19; 11; 25.800; 1.270; 3.269; 2.554; 2.510; 0.438;
19; 11; 25.850; 1.270; 3.268; 2.555; 2.509; 0.439;
19; 11; 25.900; 1.270; 3.268; 2.555; 2.509; 0.438;
19; 11; 25.950; 1.270; 3.267; 2.557; 2.508; 0.439;
19; 11; 26.000; 1.270; 3.267; 2.557; 2.509; 0.440;
19; 11; 26.050; 1.270; 3.264; 2.558; 2.509; 0.438;
19; 11; 26.100; 1.270; 3.263; 2.559; 2.509; 0.444;
19; 11; 26.251; 1.290; 3.266; 2.556; 2.510; 0.439;
19; 11; 26.301; 1.290; 3.270; 2.555; 2.510; 0.442;
19; 11; 26.351; 1.290; 3.269; 2.554; 2.510; 0.441;
19; 11; 26.401; 1.290; 3.270; 2.554; 2.510; 0.441;
19; 11; 26.451; 1.290; 3.270; 2.554; 2.510; 0.441;
19; 11; 26.501; 1.290; 3.269; 2.555; 2.509; 0.441;
19; 11; 26.551; 1.290; 3.268; 2.555; 2.509; 0.442;
19; 11; 26.601; 1.290; 3.267; 2.556; 2.508; 0.442;
19; 11; 26.651; 1.290; 3.266; 2.557; 2.508; 0.443;
19; 11; 26.701; 1.290; 3.266; 2.557; 2.509; 0.443;
19; 11; 26.751; 1.290; 3.262; 2.558; 2.508; 0.445;
19; 11; 26.801; 1.290; 3.262; 2.559; 2.509; 0.436;
19; 11; 26.851; 1.290; 3.262; 2.559; 2.509; 0.447;
19; 11; 26.901; 1.290; 3.262; 2.558; 2.510; 0.443;
19; 11; 26.951; 1.290; 3.266; 2.558; 2.510; 0.443;
19; 11; 27.001; 1.290; 3.269; 2.556; 2.509; 0.445;
19; 11; 27.051; 1.290; 3.268; 2.555; 2.510; 0.443;
19; 11; 27.101; 1.290; 3.270; 2.554; 2.510; 0.444;
19; 11; 27.151; 1.290; 3.270; 2.554; 2.510; 0.444;
19; 11; 27.201; 1.290; 3.269; 2.554; 2.510; 0.445;
19; 11; 27.251; 1.290; 3.268; 2.555; 2.510; 0.445;
19; 11; 27.301; 1.290; 3.267; 2.555; 2.509; 0.446;
19; 11; 27.351; 1.290; 3.266; 2.557; 2.508; 0.446;
19; 11; 27.401; 1.290; 3.267; 2.556; 2.508; 0.446;
19; 11; 27.451; 1.290; 3.264; 2.559; 2.509; 0.447;
19; 11; 27.501; 1.290; 3.262; 2.558; 2.509; 0.444;
19; 11; 27.551; 1.290; 3.262; 2.559; 2.509; 0.453;
19; 11; 27.601; 1.290; 3.261; 2.559; 2.509; 0.439;
19; 11; 27.651; 1.290; 3.261; 2.559; 2.509; 0.450;
19; 11; 27.701; 1.290; 3.262; 2.559; 2.510; 0.448;
19; 11; 27.862; 1.280; 3.264; 2.558; 2.509; 0.449;
19; 11; 27.912; 1.280; 3.262; 2.558; 2.508; 0.450;
19; 11; 27.962; 1.280; 3.261; 2.558; 2.509; 0.441;
19; 11; 28.012; 1.280; 3.261; 2.558; 2.509; 0.452;
19; 11; 28.062; 1.280; 3.262; 2.558; 2.509; 0.450;
19; 11; 28.112; 1.280; 3.265; 2.557; 2.510; 0.448;
19; 11; 28.162; 1.280; 3.268; 2.555; 2.510; 0.451;
19; 11; 28.212; 1.280; 3.268; 2.553; 2.509; 0.451;
19; 11; 28.262; 1.280; 3.269; 2.553; 2.510; 0.449;
19; 11; 28.312; 1.280; 3.269; 2.553; 2.509; 0.452;
19; 11; 28.362; 1.280; 3.267; 2.553; 2.509; 0.452;
19; 11; 28.412; 1.280; 3.266; 2.554; 2.509; 0.450;
19; 11; 28.462; 1.280; 3.266; 2.555; 2.509; 0.453;
19; 11; 28.512; 1.280; 3.264; 2.557; 2.509; 0.452;
19; 11; 28.562; 1.280; 3.264; 2.558; 2.508; 0.452;
19; 11; 28.612; 1.280; 3.264; 2.558; 2.509; 0.453;
19; 11; 28.662; 1.280; 3.261; 2.559; 2.509; 0.451;
19; 11; 28.712; 1.280; 3.261; 2.558; 2.509; 0.454;
19; 11; 28.762; 1.280; 3.260; 2.559; 2.509; 0.454;
19; 11; 28.812; 1.280; 3.261; 2.558; 2.510; 0.452;
19; 11; 28.862; 1.280; 3.262; 2.558; 2.510; 0.454;
19; 11; 28.912; 1.280; 3.265; 2.556; 2.510; 0.455;
19; 11; 28.962; 1.280; 3.268; 2.555; 2.510; 0.455;
19; 11; 29.012; 1.280; 3.267; 2.555; 2.510; 0.453;
19; 11; 29.062; 1.280; 3.269; 2.554; 2.510; 0.454;
19; 11; 29.112; 1.280; 3.268; 2.554; 2.509; 0.456;
