ore; minuti; secondi; corrente; tensione; lemcurr; lemref; (temperatura/100);
17; 54; 26.419; 1.280; 3.473; 2.556; 2.509; 0.314;
17; 54; 26.469; 1.280; 3.472; 2.557; 2.508; 0.317;
17; 54; 26.519; 1.280; 3.472; 2.558; 2.509; 0.339;
17; 54; 26.569; 1.280; 3.472; 2.557; 2.509; 0.343;
17; 54; 26.619; 1.280; 3.472; 2.558; 2.509; 0.317;
17; 54; 26.669; 1.280; 3.473; 2.557; 2.509; 0.319;
17; 54; 26.719; 1.280; 3.474; 2.556; 2.509; 0.324;
17; 54; 26.769; 1.280; 3.474; 2.556; 2.510; 0.330;
17; 54; 26.819; 1.280; 3.475; 2.555; 2.509; 0.332;
17; 54; 26.869; 1.280; 3.477; 2.555; 2.510; 0.312;
17; 54; 26.919; 1.280; 3.479; 2.554; 2.510; 0.308;
17; 54; 26.969; 1.280; 3.479; 2.551; 2.510; 0.284;
17; 54; 27.019; 1.280; 3.479; 2.551; 2.510; 0.310;
17; 54; 27.069; 1.280; 3.478; 2.551; 2.509; 0.306;
17; 54; 27.119; 1.280; 3.478; 2.551; 2.510; 0.301;
17; 54; 27.169; 1.280; 3.477; 2.551; 2.509; 0.295;
17; 54; 27.219; 1.280; 3.476; 2.553; 2.509; 0.304;
17; 54; 27.269; 1.280; 3.476; 2.553; 2.508; 0.314;
17; 54; 27.319; 1.280; 3.476; 2.554; 2.508; 0.313;
17; 54; 27.369; 1.280; 3.475; 2.555; 2.508; 0.314;
17; 54; 27.515; 1.290; 3.480; 2.552; 2.510; 0.271;
17; 54; 27.565; 1.290; 3.479; 2.552; 2.510; 0.310;
17; 54; 27.615; 1.290; 3.478; 2.553; 2.510; 0.307;
17; 54; 27.665; 1.290; 3.477; 2.553; 2.509; 0.301;
17; 54; 27.715; 1.290; 3.478; 2.553; 2.509; 0.294;
17; 54; 27.765; 1.290; 3.475; 2.553; 2.508; 0.313;
17; 54; 27.815; 1.290; 3.474; 2.555; 2.508; 0.314;
17; 54; 27.865; 1.290; 3.473; 2.556; 2.508; 0.314;
17; 54; 27.915; 1.290; 3.472; 2.558; 2.507; 0.315;
17; 54; 27.965; 1.290; 3.472; 2.556; 2.508; 0.318;
17; 54; 28.015; 1.290; 3.472; 2.556; 2.509; 0.341;
17; 54; 28.065; 1.290; 3.472; 2.556; 2.509; 0.363;
17; 54; 28.115; 1.290; 3.471; 2.557; 2.509; 0.317;
17; 54; 28.165; 1.290; 3.473; 2.556; 2.510; 0.320;
17; 54; 28.215; 1.290; 3.474; 2.557; 2.509; 0.327;
17; 54; 28.265; 1.290; 3.475; 2.555; 2.509; 0.334;
17; 54; 28.315; 1.290; 3.477; 2.555; 2.510; 0.311;
17; 54; 28.365; 1.290; 3.478; 2.554; 2.510; 0.310;
17; 54; 28.415; 1.290; 3.479; 2.552; 2.510; 0.297;
17; 54; 28.465; 1.290; 3.480; 2.552; 2.511; 0.259;
17; 54; 28.515; 1.290; 3.479; 2.553; 2.510; 0.298;
17; 54; 28.565; 1.290; 3.479; 2.551; 2.511; 0.310;
17; 54; 28.615; 1.290; 3.478; 2.552; 2.509; 0.307;
17; 54; 28.665; 1.290; 3.478; 2.551; 2.510; 0.305;
17; 54; 28.715; 1.290; 3.478; 2.552; 2.509; 0.300;
17; 54; 28.765; 1.290; 3.477; 2.553; 2.509; 0.290;
17; 54; 28.815; 1.290; 3.475; 2.553; 2.509; 0.312;
17; 54; 28.865; 1.290; 3.475; 2.554; 2.508; 0.313;
17; 54; 28.915; 1.290; 3.474; 2.555; 2.509; 0.314;
17; 54; 28.965; 1.290; 3.473; 2.557; 2.508; 0.314;
17; 54; 29.124; 1.270; 3.474; 2.556; 2.510; 0.329;
17; 54; 29.174; 1.270; 3.476; 2.556; 2.510; 0.325;
17; 54; 29.224; 1.270; 3.478; 2.555; 2.509; 0.311;
17; 54; 29.274; 1.270; 3.479; 2.554; 2.509; 0.302;
17; 54; 29.324; 1.270; 3.479; 2.553; 2.510; 0.267;
17; 54; 29.374; 1.270; 3.479; 2.552; 2.510; 0.310;
17; 54; 29.424; 1.270; 3.478; 2.552; 2.510; 0.307;
17; 54; 29.474; 1.270; 3.477; 2.552; 2.509; 0.300;
17; 54; 29.524; 1.270; 3.476; 2.554; 2.509; 0.293;
17; 54; 29.574; 1.270; 3.476; 2.553; 2.509; 0.314;
17; 54; 29.624; 1.270; 3.474; 2.555; 2.508; 0.314;
17; 54; 29.674; 1.270; 3.473; 2.555; 2.508; 0.314;
17; 54; 29.724; 1.270; 3.472; 2.556; 2.509; 0.313;
17; 54; 29.774; 1.270; 3.473; 2.556; 2.509; 0.314;
17; 54; 29.824; 1.270; 3.471; 2.556; 2.509; 0.315;
17; 54; 29.874; 1.270; 3.472; 2.557; 2.508; 0.317;
17; 54; 29.924; 1.270; 3.471; 2.557; 2.509; 0.327;
17; 54; 29.974; 1.270; 3.470; 2.557; 2.508; 0.353;
17; 54; 30.024; 1.270; 3.470; 2.557; 2.509; 0.317;
17; 54; 30.074; 1.270; 3.471; 2.558; 2.509; 0.320;
17; 54; 30.124; 1.270; 3.472; 2.557; 2.509; 0.325;
17; 54; 30.174; 1.270; 3.475; 2.556; 2.510; 0.334;
17; 54; 30.224; 1.270; 3.476; 2.555; 2.510; 0.311;
17; 54; 30.274; 1.270; 3.477; 2.553; 2.510; 0.310;
17; 54; 30.324; 1.270; 3.478; 2.553; 2.510; 0.308;
17; 54; 30.374; 1.270; 3.478; 2.553; 2.510; 0.305;
17; 54; 30.424; 1.270; 3.478; 2.553; 2.510; 0.297;
17; 54; 30.474; 1.270; 3.479; 2.552; 2.509; 0.290;
17; 54; 30.524; 1.270; 3.479; 2.553; 2.511; 0.273;
17; 54; 30.574; 1.270; 3.479; 2.551; 2.510; 0.296;
17; 54; 30.732; 1.290; 3.478; 2.551; 2.510; 0.310;
17; 54; 30.782; 1.290; 3.477; 2.552; 2.510; 0.310;
17; 54; 30.832; 1.290; 3.479; 2.551; 2.509; 0.308;
17; 54; 30.882; 1.290; 3.477; 2.552; 2.509; 0.306;
17; 54; 30.932; 1.290; 3.476; 2.552; 2.509; 0.301;
17; 54; 30.982; 1.290; 3.477; 2.552; 2.510; 0.301;
17; 54; 31.032; 1.290; 3.476; 2.552; 2.509; 0.302;
17; 54; 31.082; 1.290; 3.476; 2.552; 2.509; 0.299;
17; 54; 31.132; 1.290; 3.475; 2.552; 2.509; 0.292;
17; 54; 31.182; 1.290; 3.474; 2.553; 2.509; 0.314;
17; 54; 31.232; 1.290; 3.473; 2.555; 2.507; 0.314;
17; 54; 31.282; 1.290; 3.473; 2.555; 2.508; 0.314;
17; 54; 31.332; 1.290; 3.473; 2.556; 2.508; 0.314;
17; 54; 31.382; 1.290; 3.474; 2.554; 2.507; 0.314;
17; 54; 31.432; 1.290; 3.473; 2.555; 2.508; 0.314;
17; 54; 31.482; 1.290; 3.472; 2.556; 2.508; 0.314;
17; 54; 31.532; 1.290; 3.474; 2.554; 2.508; 0.314;
17; 54; 31.582; 1.290; 3.474; 2.555; 2.508; 0.313;
17; 54; 31.632; 1.290; 3.474; 2.555; 2.508; 0.314;
17; 54; 31.682; 1.290; 3.473; 2.554; 2.507; 0.314;
17; 54; 31.732; 1.290; 3.473; 2.555; 2.508; 0.314;
17; 54; 31.782; 1.290; 3.474; 2.555; 2.508; 0.314;
17; 54; 31.832; 1.290; 3.474; 2.554; 2.508; 0.313;
17; 54; 31.882; 1.290; 3.474; 2.555; 2.509; 0.313;
17; 54; 31.932; 1.290; 3.474; 2.555; 2.509; 0.314;
17; 54; 31.982; 1.290; 3.473; 2.554; 2.509; 0.314;
17; 54; 32.032; 1.290; 3.471; 2.556; 2.508; 0.314;
17; 54; 32.082; 1.290; 3.473; 2.556; 2.508; 0.313;
17; 54; 32.132; 1.290; 3.471; 2.557; 2.508; 0.315;
17; 54; 32.182; 1.290; 3.471; 2.557; 2.509; 0.315;
17; 54; 32.342; 1.300; 3.473; 2.555; 2.508; 0.314;
17; 54; 32.392; 1.300; 3.473; 2.555; 2.508; 0.314;
17; 54; 32.442; 1.300; 3.473; 2.555; 2.508; 0.314;
17; 54; 32.492; 1.300; 3.472; 2.557; 2.508; 0.314;
17; 54; 32.542; 1.300; 3.472; 2.554; 2.508; 0.314;
17; 54; 32.592; 1.300; 3.472; 2.556; 2.509; 0.313;
17; 54; 32.642; 1.300; 3.471; 2.557; 2.508; 0.315;
17; 54; 32.692; 1.300; 3.470; 2.557; 2.509; 0.315;
17; 54; 32.742; 1.300; 3.470; 2.556; 2.508; 0.317;
17; 54; 32.792; 1.300; 3.470; 2.556; 2.508; 0.322;
17; 54; 32.842; 1.300; 3.471; 2.556; 2.509; 0.326;
17; 54; 32.892; 1.300; 3.471; 2.557; 2.508; 0.327;
17; 54; 32.942; 1.300; 3.471; 2.557; 2.509; 0.320;
17; 54; 32.992; 1.300; 3.470; 2.557; 2.509; 0.317;
17; 54; 33.042; 1.300; 3.472; 2.556; 2.508; 0.315;
17; 54; 33.092; 1.300; 3.471; 2.556; 2.508; 0.315;
17; 54; 33.142; 1.300; 3.471; 2.556; 2.508; 0.315;
17; 54; 33.192; 1.300; 3.471; 2.557; 2.508; 0.314;
17; 54; 33.242; 1.300; 3.471; 2.556; 2.508; 0.314;
17; 54; 33.292; 1.300; 3.471; 2.556; 2.507; 0.314;
17; 54; 33.342; 1.300; 3.472; 2.555; 2.509; 0.314;
17; 54; 33.392; 1.300; 3.472; 2.555; 2.507; 0.314;
17; 54; 33.442; 1.300; 3.472; 2.556; 2.507; 0.314;
17; 54; 33.492; 1.300; 3.472; 2.555; 2.508; 0.314;
17; 54; 33.542; 1.300; 3.472; 2.556; 2.508; 0.314;
17; 54; 33.592; 1.300; 3.472; 2.556; 2.508; 0.314;
17; 54; 33.642; 1.300; 3.471; 2.556; 2.508; 0.314;
17; 54; 33.692; 1.300; 3.471; 2.557; 2.508; 0.315;
17; 54; 33.742; 1.300; 3.470; 2.557; 2.508; 0.316;
17; 54; 33.792; 1.300; 3.471; 2.557; 2.509; 0.319;
17; 54; 33.956; 1.250; 3.470; 2.557; 2.508; 0.354;
17; 54; 34.006; 1.250; 3.469; 2.557; 2.508; 0.316;
17; 54; 34.056; 1.250; 3.469; 2.556; 2.509; 0.317;
17; 54; 34.106; 1.250; 3.469; 2.557; 2.509; 0.317;
17; 54; 34.156; 1.250; 3.470; 2.556; 2.509; 0.316;
17; 54; 34.206; 1.250; 3.469; 2.555; 2.509; 0.316;
17; 54; 34.256; 1.250; 3.469; 2.558; 2.508; 0.316;
17; 54; 34.306; 1.250; 3.470; 2.556; 2.509; 0.317;
17; 54; 34.356; 1.250; 3.470; 2.557; 2.509; 0.319;
17; 54; 34.406; 1.250; 3.470; 2.556; 2.509; 0.319;
17; 54; 34.456; 1.250; 3.470; 2.558; 2.509; 0.320;
17; 54; 34.506; 1.250; 3.471; 2.556; 2.509; 0.320;
17; 54; 34.556; 1.250; 3.472; 2.557; 2.510; 0.321;
17; 54; 34.606; 1.250; 3.471; 2.557; 2.509; 0.322;
17; 54; 34.656; 1.250; 3.471; 2.557; 2.509; 0.322;
17; 54; 34.706; 1.250; 3.471; 2.556; 2.509; 0.321;
17; 54; 34.756; 1.250; 3.471; 2.557; 2.509; 0.322;
17; 54; 34.806; 1.250; 3.472; 2.556; 2.509; 0.325;
17; 54; 34.856; 1.250; 3.472; 2.556; 2.509; 0.330;
17; 54; 34.906; 1.250; 3.474; 2.556; 2.509; 0.335;
17; 54; 34.956; 1.250; 3.472; 2.557; 2.508; 0.337;
17; 54; 35.006; 1.250; 3.478; 2.553; 2.510; 0.310;
17; 54; 35.056; 1.250; 3.474; 2.554; 2.511; 0.311;
17; 54; 35.106; 1.250; 3.474; 2.555; 2.509; 0.312;
17; 54; 35.156; 1.250; 3.475; 2.554; 2.510; 0.311;
17; 54; 35.206; 1.250; 3.475; 2.554; 2.510; 0.311;
17; 54; 35.256; 1.250; 3.475; 2.554; 2.510; 0.312;
17; 54; 35.306; 1.250; 3.475; 2.554; 2.508; 0.312;
17; 54; 35.356; 1.250; 3.478; 2.552; 2.511; 0.310;
17; 54; 35.406; 1.250; 3.476; 2.554; 2.509; 0.311;
17; 54; 35.567; 1.260; 3.478; 2.550; 2.511; 0.310;
17; 54; 35.617; 1.260; 3.477; 2.551; 2.510; 0.310;
17; 54; 35.667; 1.260; 3.477; 2.552; 2.510; 0.310;
17; 54; 35.717; 1.260; 3.477; 2.551; 2.510; 0.311;
17; 54; 35.767; 1.260; 3.478; 2.551; 2.510; 0.311;
17; 54; 35.817; 1.260; 3.478; 2.553; 2.510; 0.311;
17; 54; 35.867; 1.260; 3.478; 2.552; 2.510; 0.310;
17; 54; 35.917; 1.260; 3.476; 2.551; 2.511; 0.308;
17; 54; 35.967; 1.260; 3.476; 2.553; 2.510; 0.308;
17; 54; 36.017; 1.260; 3.476; 2.552; 2.511; 0.308;
17; 54; 36.067; 1.260; 3.476; 2.552; 2.509; 0.308;
17; 54; 36.117; 1.260; 3.476; 2.552; 2.510; 0.308;
17; 54; 36.167; 1.260; 3.476; 2.552; 2.510; 0.308;
17; 54; 36.217; 1.260; 3.476; 2.551; 2.510; 0.308;
17; 54; 36.267; 1.260; 3.476; 2.553; 2.510; 0.308;
17; 54; 36.317; 1.260; 3.477; 2.552; 2.510; 0.309;
17; 54; 36.367; 1.260; 3.476; 2.552; 2.511; 0.310;
17; 54; 36.417; 1.260; 3.478; 2.551; 2.510; 0.313;
17; 54; 36.467; 1.260; 3.477; 2.552; 2.510; 0.313;
17; 54; 36.517; 1.260; 3.476; 2.552; 2.509; 0.313;
17; 54; 36.567; 1.260; 3.476; 2.551; 2.509; 0.313;
17; 54; 36.617; 1.260; 3.476; 2.552; 2.509; 0.313;
17; 54; 36.667; 1.260; 3.476; 2.552; 2.510; 0.313;
17; 54; 36.717; 1.260; 3.476; 2.552; 2.509; 0.313;
17; 54; 36.767; 1.260; 3.477; 2.551; 2.510; 0.313;
17; 54; 36.817; 1.260; 3.475; 2.552; 2.509; 0.312;
17; 54; 36.867; 1.260; 3.476; 2.552; 2.510; 0.313;
17; 54; 36.917; 1.260; 3.476; 2.552; 2.509; 0.313;
17; 54; 36.967; 1.260; 3.475; 2.552; 2.509; 0.312;
17; 54; 37.017; 1.260; 3.475; 2.552; 2.509; 0.311;
17; 54; 37.174; 1.300; 3.476; 2.551; 2.510; 0.295;
17; 54; 37.224; 1.300; 3.478; 2.552; 2.511; 0.291;
17; 54; 37.274; 1.300; 3.477; 2.552; 2.510; 0.290;
17; 54; 37.324; 1.300; 3.476; 2.551; 2.510; 0.286;
17; 54; 37.374; 1.300; 3.476; 2.552; 2.511; 0.284;
17; 54; 37.424; 1.300; 3.477; 2.551; 2.509; 0.315;
17; 54; 37.474; 1.300; 3.476; 2.552; 2.510; 0.313;
17; 54; 37.524; 1.300; 3.477; 2.553; 2.510; 0.314;
17; 54; 37.574; 1.300; 3.477; 2.552; 2.509; 0.314;
17; 54; 37.624; 1.300; 3.477; 2.552; 2.509; 0.308;
17; 54; 37.674; 1.300; 3.477; 2.552; 2.509; 0.281;
17; 54; 37.724; 1.300; 3.476; 2.553; 2.509; 0.288;
17; 54; 37.774; 1.300; 3.478; 2.550; 2.509; 0.293;
17; 54; 37.824; 1.300; 3.477; 2.553; 2.510; 0.295;
17; 54; 37.874; 1.300; 3.476; 2.553; 2.510; 0.297;
17; 54; 37.924; 1.300; 3.476; 2.551; 2.510; 0.294;
17; 54; 37.974; 1.300; 3.476; 2.553; 2.509; 0.297;
17; 54; 38.024; 1.300; 3.476; 2.553; 2.510; 0.301;
17; 54; 38.074; 1.300; 3.476; 2.553; 2.509; 0.300;
17; 54; 38.124; 1.300; 3.477; 2.552; 2.511; 0.296;
17; 54; 38.174; 1.300; 3.476; 2.552; 2.510; 0.295;
17; 54; 38.224; 1.300; 3.475; 2.554; 2.509; 0.295;
17; 54; 38.274; 1.300; 3.476; 2.552; 2.510; 0.292;
17; 54; 38.324; 1.300; 3.477; 2.551; 2.510; 0.289;
17; 54; 38.374; 1.300; 3.477; 2.551; 2.510; 0.288;
17; 54; 38.424; 1.300; 3.475; 2.551; 2.509; 0.313;
17; 54; 38.474; 1.300; 3.475; 2.550; 2.510; 0.312;
17; 54; 38.524; 1.300; 3.475; 2.552; 2.509; 0.312;
17; 54; 38.574; 1.300; 3.475; 2.552; 2.509; 0.312;
17; 54; 38.624; 1.300; 3.475; 2.551; 2.509; 0.312;
17; 54; 38.794; 1.270; 3.476; 2.550; 2.510; 0.313;
17; 54; 38.844; 1.270; 3.475; 2.552; 2.509; 0.312;
17; 54; 38.894; 1.270; 3.474; 2.551; 2.509; 0.312;
17; 54; 38.944; 1.270; 3.475; 2.551; 2.510; 0.311;
17; 54; 38.994; 1.270; 3.474; 2.552; 2.509; 0.307;
17; 54; 39.044; 1.270; 3.474; 2.552; 2.510; 0.303;
17; 54; 39.094; 1.270; 3.474; 2.553; 2.510; 0.305;
17; 54; 39.144; 1.270; 3.475; 2.551; 2.510; 0.310;
17; 54; 39.194; 1.270; 3.475; 2.552; 2.509; 0.311;
17; 54; 39.244; 1.270; 3.476; 2.553; 2.509; 0.311;
17; 54; 39.294; 1.270; 3.474; 2.552; 2.510; 0.309;
17; 54; 39.344; 1.270; 3.475; 2.552; 2.509; 0.297;
17; 54; 39.394; 1.270; 3.474; 2.553; 2.509; 0.278;
17; 54; 39.444; 1.270; 3.473; 2.553; 2.508; 0.285;
17; 54; 39.494; 1.270; 3.473; 2.552; 2.509; 0.266;
17; 54; 39.544; 1.270; 3.473; 2.553; 2.509; 0.252;
17; 54; 39.594; 1.270; 3.474; 2.552; 2.508; 0.285;
17; 54; 39.644; 1.270; 3.475; 2.552; 2.510; 0.305;
17; 54; 39.694; 1.270; 3.475; 2.551; 2.511; 0.307;
17; 54; 39.744; 1.270; 3.475; 2.553; 2.509; 0.311;
17; 54; 39.794; 1.270; 3.475; 2.551; 2.510; 0.312;
17; 54; 39.844; 1.270; 3.476; 2.552; 2.511; 0.312;
17; 54; 39.894; 1.270; 3.476; 2.552; 2.510; 0.313;
17; 54; 39.944; 1.270; 3.476; 2.553; 2.510; 0.284;
17; 54; 39.994; 1.270; 3.477; 2.553; 2.510; 0.277;
17; 54; 40.044; 1.270; 3.476; 2.553; 2.509; 0.277;
17; 54; 40.094; 1.270; 3.477; 2.553; 2.510; 0.277;
17; 54; 40.144; 1.270; 3.476; 2.551; 2.511; 0.284;
17; 54; 40.194; 1.270; 3.473; 2.554; 2.509; 0.292;
17; 54; 40.244; 1.270; 3.475; 2.551; 2.511; 0.293;
17; 54; 40.391; 1.280; 3.469; 2.556; 2.508; 0.319;
17; 54; 40.441; 1.280; 3.469; 2.557; 2.508; 0.322;
17; 54; 40.491; 1.280; 3.469; 2.557; 2.508; 0.322;
17; 54; 40.541; 1.280; 3.468; 2.557; 2.508; 0.322;
17; 54; 40.591; 1.280; 3.468; 2.555; 2.512; 0.320;
17; 54; 40.641; 1.280; 3.469; 2.556; 2.509; 0.320;
17; 54; 40.691; 1.280; 3.469; 2.557; 2.508; 0.321;
17; 54; 40.741; 1.280; 3.469; 2.557; 2.508; 0.321;
17; 54; 40.791; 1.280; 3.467; 2.556; 2.510; 0.321;
17; 54; 40.841; 1.280; 3.470; 2.556; 2.509; 0.322;
17; 54; 40.891; 1.280; 3.471; 2.556; 2.509; 0.322;
17; 54; 40.941; 1.280; 3.469; 2.556; 2.509; 0.324;
17; 54; 40.991; 1.280; 3.469; 2.556; 2.509; 0.325;
17; 54; 41.041; 1.280; 3.469; 2.556; 2.508; 0.325;
17; 54; 41.091; 1.280; 3.469; 2.557; 2.508; 0.324;
17; 54; 41.141; 1.280; 3.470; 2.557; 2.508; 0.322;
17; 54; 41.191; 1.280; 3.469; 2.555; 2.508; 0.320;
17; 54; 41.241; 1.280; 3.470; 2.556; 2.508; 0.318;
17; 54; 41.291; 1.280; 3.470; 2.556; 2.508; 0.317;
17; 54; 41.341; 1.280; 3.471; 2.556; 2.508; 0.316;
17; 54; 41.391; 1.280; 3.471; 2.556; 2.508; 0.316;
17; 54; 41.441; 1.280; 3.472; 2.555; 2.508; 0.315;
17; 54; 41.491; 1.280; 3.471; 2.555; 2.509; 0.314;
17; 54; 41.541; 1.280; 3.472; 2.552; 2.508; 0.314;
17; 54; 41.591; 1.280; 3.472; 2.554; 2.509; 0.315;
17; 54; 41.641; 1.280; 3.474; 2.552; 2.508; 0.284;
17; 54; 41.691; 1.280; 3.475; 2.551; 2.509; 0.290;
17; 54; 41.741; 1.280; 3.474; 2.552; 2.509; 0.302;
17; 54; 41.791; 1.280; 3.474; 2.551; 2.509; 0.304;
17; 54; 41.841; 1.280; 3.474; 2.551; 2.509; 0.292;
17; 54; 41.988; 1.290; 3.474; 2.551; 2.509; 0.289;
17; 54; 42.038; 1.290; 3.474; 2.551; 2.509; 0.291;
17; 54; 42.088; 1.290; 3.473; 2.553; 2.509; 0.303;
17; 54; 42.138; 1.290; 3.475; 2.551; 2.510; 0.308;
17; 54; 42.188; 1.290; 3.474; 2.551; 2.509; 0.308;
17; 54; 42.238; 1.290; 3.474; 2.550; 2.509; 0.304;
17; 54; 42.288; 1.290; 3.474; 2.551; 2.509; 0.300;
17; 54; 42.338; 1.290; 3.474; 2.551; 2.509; 0.300;
17; 54; 42.388; 1.290; 3.474; 2.552; 2.509; 0.292;
17; 54; 42.438; 1.290; 3.473; 2.551; 2.509; 0.285;
17; 54; 42.488; 1.290; 3.473; 2.554; 2.509; 0.273;
17; 54; 42.538; 1.290; 3.474; 2.553; 2.508; 0.265;
17; 54; 42.588; 1.290; 3.471; 2.554; 2.508; 0.272;
17; 54; 42.638; 1.290; 3.473; 2.551; 2.510; 0.254;
17; 54; 42.688; 1.290; 3.472; 2.553; 2.509; 0.287;
17; 54; 42.738; 1.290; 3.472; 2.553; 2.508; 0.314;
17; 54; 42.788; 1.290; 3.471; 2.554; 2.508; 0.316;
17; 54; 42.838; 1.290; 3.470; 2.556; 2.509; 0.317;
17; 54; 42.888; 1.290; 3.470; 2.554; 2.508; 0.318;
17; 54; 42.938; 1.290; 3.469; 2.555; 2.509; 0.320;
17; 54; 42.988; 1.290; 3.469; 2.557; 2.509; 0.321;
17; 54; 43.038; 1.290; 3.469; 2.556; 2.508; 0.322;
17; 54; 43.088; 1.290; 3.469; 2.556; 2.509; 0.324;
17; 54; 43.138; 1.290; 3.469; 2.556; 2.507; 0.325;
17; 54; 43.188; 1.290; 3.468; 2.555; 2.508; 0.323;
17; 54; 43.238; 1.290; 3.468; 2.556; 2.509; 0.323;
17; 54; 43.288; 1.290; 3.468; 2.556; 2.509; 0.323;
17; 54; 43.338; 1.290; 3.469; 2.556; 2.508; 0.322;
17; 54; 43.388; 1.290; 3.469; 2.556; 2.508; 0.321;
17; 54; 43.438; 1.290; 3.468; 2.556; 2.508; 0.322;
17; 54; 43.586; 1.280; 3.475; 2.551; 2.509; 0.313;
17; 54; 43.636; 1.280; 3.474; 2.552; 2.509; 0.311;
17; 54; 43.686; 1.280; 3.475; 2.551; 2.509; 0.302;
17; 54; 43.736; 1.280; 3.473; 2.552; 2.509; 0.286;
17; 54; 43.786; 1.280; 3.472; 2.553; 2.508; 0.314;
17; 54; 43.836; 1.280; 3.472; 2.553; 2.508; 0.314;
17; 54; 43.886; 1.280; 3.471; 2.554; 2.508; 0.314;
17; 54; 43.936; 1.280; 3.472; 2.554; 2.508; 0.314;
17; 54; 43.986; 1.280; 3.471; 2.552; 2.509; 0.314;
17; 54; 44.036; 1.280; 3.471; 2.552; 2.508; 0.314;
17; 54; 44.086; 1.280; 3.473; 2.552; 2.509; 0.314;
17; 54; 44.136; 1.280; 3.472; 2.553; 2.509; 0.314;
17; 54; 44.186; 1.280; 3.472; 2.553; 2.509; 0.314;
17; 54; 44.236; 1.280; 3.472; 2.554; 2.508; 0.314;
17; 54; 44.286; 1.280; 3.471; 2.554; 2.508; 0.314;
17; 54; 44.336; 1.280; 3.471; 2.554; 2.508; 0.315;
17; 54; 44.386; 1.280; 3.470; 2.554; 2.508; 0.315;
17; 54; 44.436; 1.280; 3.470; 2.554; 2.509; 0.315;
17; 54; 44.486; 1.280; 3.470; 2.556; 2.508; 0.316;
17; 54; 44.536; 1.280; 3.470; 2.554; 2.508; 0.316;
17; 54; 44.586; 1.280; 3.469; 2.555; 2.508; 0.316;
17; 54; 44.636; 1.280; 3.469; 2.554; 2.508; 0.317;
17; 54; 44.686; 1.280; 3.469; 2.555; 2.508; 0.318;
17; 54; 44.736; 1.280; 3.468; 2.556; 2.508; 0.319;
17; 54; 44.786; 1.280; 3.469; 2.557; 2.508; 0.320;
17; 54; 44.836; 1.280; 3.468; 2.556; 2.509; 0.324;
17; 54; 44.886; 1.280; 3.468; 2.557; 2.509; 0.328;
17; 54; 44.936; 1.280; 3.467; 2.556; 2.509; 0.344;
17; 54; 44.986; 1.280; 3.468; 2.557; 2.508; 0.314;
17; 54; 45.036; 1.280; 3.468; 2.556; 2.509; 0.313;
17; 54; 45.185; 1.250; 3.468; 2.555; 2.509; 0.326;
17; 54; 45.235; 1.250; 3.468; 2.557; 2.509; 0.313;
17; 54; 45.285; 1.250; 3.471; 2.556; 2.509; 0.318;
17; 54; 45.335; 1.250; 3.472; 2.556; 2.509; 0.324;
17; 54; 45.385; 1.250; 3.475; 2.552; 2.510; 0.310;
17; 54; 45.435; 1.250; 3.476; 2.552; 2.510; 0.306;
17; 54; 45.485; 1.250; 3.473; 2.551; 2.509; 0.313;
17; 54; 45.535; 1.250; 3.472; 2.555; 2.509; 0.308;
17; 54; 45.585; 1.250; 3.469; 2.556; 2.508; 0.314;
17; 54; 45.635; 1.250; 3.468; 2.556; 2.509; 0.319;
17; 54; 45.685; 1.250; 3.469; 2.556; 2.510; 0.318;
17; 54; 45.735; 1.250; 3.473; 2.553; 2.509; 0.316;
17; 54; 45.785; 1.250; 3.475; 2.551; 2.510; 0.309;
17; 54; 45.835; 1.250; 3.471; 2.553; 2.508; 0.310;
17; 54; 45.885; 1.250; 3.468; 2.557; 2.509; 0.317;
17; 54; 45.935; 1.250; 3.475; 2.553; 2.510; 0.312;
17; 54; 45.985; 1.250; 3.471; 2.554; 2.508; 0.311;
17; 54; 46.035; 1.250; 3.469; 2.555; 2.510; 0.318;
17; 54; 46.085; 1.250; 3.475; 2.551; 2.510; 0.308;
17; 54; 46.135; 1.250; 3.471; 2.554; 2.508; 0.311;
17; 54; 46.185; 1.250; 3.469; 2.556; 2.509; 0.316;
17; 54; 46.235; 1.250; 3.467; 2.556; 2.509; 0.317;
17; 54; 46.285; 1.250; 3.472; 2.554; 2.509; 0.320;
17; 54; 46.335; 1.250; 3.475; 2.551; 2.510; 0.307;
17; 54; 46.385; 1.250; 3.473; 2.553; 2.509; 0.312;
17; 54; 46.435; 1.250; 3.471; 2.553; 2.509; 0.307;
17; 54; 46.485; 1.250; 3.469; 2.557; 2.508; 0.313;
17; 54; 46.535; 1.250; 3.468; 2.555; 2.509; 0.316;
17; 54; 46.585; 1.250; 3.468; 2.555; 2.509; 0.319;
17; 54; 46.635; 1.250; 3.471; 2.556; 2.508; 0.318;
17; 54; 46.779; 1.260; 3.470; 2.554; 2.508; 0.313;
17; 54; 46.829; 1.260; 3.468; 2.556; 2.509; 0.318;
17; 54; 46.879; 1.260; 3.472; 2.555; 2.509; 0.317;
17; 54; 46.929; 1.260; 3.474; 2.552; 2.510; 0.310;
17; 54; 46.979; 1.260; 3.470; 2.554; 2.508; 0.311;
17; 54; 47.029; 1.260; 3.468; 2.556; 2.508; 0.317;
17; 54; 47.079; 1.260; 3.475; 2.554; 2.509; 0.313;
