ore; minuti; secondi; corrente; tensione; lemcurr; lemref; (temperatura/100);
17; 54; 5.762; 1.280; 3.486; 2.552; 2.511; 0.309;
17; 54; 5.812; 1.280; 3.487; 2.551; 2.510; 0.274;
17; 54; 5.862; 1.280; 3.486; 2.551; 2.510; 0.314;
17; 54; 5.912; 1.280; 3.485; 2.551; 2.510; 0.307;
17; 54; 5.962; 1.280; 3.484; 2.553; 2.509; 0.294;
17; 54; 6.012; 1.280; 3.482; 2.554; 2.508; 0.314;
17; 54; 6.062; 1.280; 3.481; 2.555; 2.508; 0.314;
17; 54; 6.112; 1.280; 3.480; 2.557; 2.509; 0.315;
17; 54; 6.162; 1.280; 3.479; 2.557; 2.508; 0.343;
17; 54; 6.212; 1.280; 3.479; 2.557; 2.509; 0.313;
17; 54; 6.262; 1.280; 3.481; 2.556; 2.510; 0.325;
17; 54; 6.312; 1.280; 3.485; 2.555; 2.510; 0.326;
17; 54; 6.362; 1.280; 3.486; 2.553; 2.510; 0.295;
17; 54; 6.412; 1.280; 3.486; 2.552; 2.511; 0.306;
17; 54; 6.462; 1.280; 3.485; 2.552; 2.510; 0.311;
17; 54; 6.512; 1.280; 3.483; 2.553; 2.509; 0.288;
17; 54; 6.562; 1.280; 3.483; 2.554; 2.508; 0.315;
17; 54; 6.720; 1.290; 3.486; 2.551; 2.510; 0.283;
17; 54; 6.770; 1.290; 3.485; 2.552; 2.509; 0.312;
17; 54; 6.820; 1.290; 3.484; 2.552; 2.509; 0.288;
17; 54; 6.870; 1.290; 3.483; 2.552; 2.509; 0.308;
17; 54; 6.920; 1.290; 3.482; 2.553; 2.509; 0.314;
17; 54; 6.970; 1.290; 3.480; 2.556; 2.508; 0.314;
17; 54; 7.020; 1.290; 3.480; 2.556; 2.508; 0.315;
17; 54; 7.070; 1.290; 3.479; 2.556; 2.508; 0.316;
17; 54; 7.120; 1.290; 3.479; 2.557; 2.509; 0.327;
17; 54; 7.170; 1.290; 3.478; 2.558; 2.508; 0.343;
17; 54; 7.220; 1.290; 3.479; 2.556; 2.509; 0.315;
17; 54; 7.270; 1.290; 3.480; 2.556; 2.510; 0.322;
17; 54; 7.320; 1.290; 3.483; 2.555; 2.510; 0.336;
17; 54; 7.370; 1.290; 3.485; 2.555; 2.510; 0.312;
17; 54; 7.420; 1.290; 3.485; 2.551; 2.510; 0.299;
17; 54; 7.470; 1.290; 3.486; 2.551; 2.510; 0.258;
17; 54; 7.520; 1.290; 3.486; 2.551; 2.510; 0.312;
17; 54; 7.570; 1.290; 3.484; 2.552; 2.510; 0.313;
17; 54; 7.620; 1.290; 3.485; 2.551; 2.510; 0.310;
17; 54; 7.670; 1.290; 3.484; 2.552; 2.509; 0.298;
17; 54; 7.720; 1.290; 3.483; 2.553; 2.509; 0.295;
17; 54; 7.770; 1.290; 3.482; 2.553; 2.508; 0.314;
17; 54; 7.820; 1.290; 3.482; 2.555; 2.508; 0.314;
17; 54; 7.870; 1.290; 3.480; 2.556; 2.508; 0.314;
17; 54; 7.920; 1.290; 3.479; 2.556; 2.508; 0.315;
17; 54; 7.970; 1.290; 3.479; 2.557; 2.509; 0.329;
17; 54; 8.020; 1.290; 3.478; 2.557; 2.509; 0.337;
17; 54; 8.070; 1.290; 3.478; 2.556; 2.509; 0.315;
17; 54; 8.120; 1.290; 3.480; 2.556; 2.510; 0.318;
17; 54; 8.170; 1.290; 3.481; 2.555; 2.509; 0.344;
17; 54; 8.323; 1.290; 3.478; 2.557; 2.509; 0.340;
17; 54; 8.373; 1.290; 3.478; 2.556; 2.509; 0.314;
17; 54; 8.423; 1.290; 3.479; 2.557; 2.509; 0.316;
17; 54; 8.473; 1.290; 3.480; 2.556; 2.509; 0.321;
17; 54; 8.523; 1.290; 3.482; 2.555; 2.509; 0.343;
17; 54; 8.573; 1.290; 3.484; 2.555; 2.510; 0.313;
17; 54; 8.623; 1.290; 3.485; 2.553; 2.510; 0.310;
17; 54; 8.673; 1.290; 3.485; 2.553; 2.510; 0.307;
17; 54; 8.723; 1.290; 3.485; 2.552; 2.510; 0.300;
17; 54; 8.773; 1.290; 3.486; 2.551; 2.510; 0.268;
17; 54; 8.823; 1.290; 3.484; 2.552; 2.510; 0.313;
17; 54; 8.873; 1.290; 3.484; 2.551; 2.509; 0.311;
17; 54; 8.923; 1.290; 3.483; 2.552; 2.509; 0.281;
17; 54; 8.973; 1.290; 3.482; 2.554; 2.509; 0.314;
17; 54; 9.023; 1.290; 3.481; 2.554; 2.508; 0.314;
17; 54; 9.073; 1.290; 3.481; 2.555; 2.508; 0.314;
17; 54; 9.123; 1.290; 3.479; 2.557; 2.508; 0.315;
17; 54; 9.173; 1.290; 3.478; 2.557; 2.509; 0.317;
17; 54; 9.223; 1.290; 3.479; 2.557; 2.509; 0.351;
17; 54; 9.273; 1.290; 3.477; 2.558; 2.509; 0.318;
17; 54; 9.323; 1.290; 3.480; 2.556; 2.509; 0.319;
17; 54; 9.373; 1.290; 3.483; 2.555; 2.510; 0.333;
17; 54; 9.423; 1.290; 3.484; 2.553; 2.510; 0.306;
17; 54; 9.473; 1.290; 3.485; 2.552; 2.510; 0.283;
17; 54; 9.523; 1.290; 3.484; 2.551; 2.510; 0.312;
17; 54; 9.573; 1.290; 3.484; 2.551; 2.510; 0.309;
17; 54; 9.623; 1.290; 3.482; 2.553; 2.509; 0.294;
17; 54; 9.673; 1.290; 3.480; 2.554; 2.508; 0.314;
17; 54; 9.723; 1.290; 3.480; 2.555; 2.507; 0.314;
17; 54; 9.773; 1.290; 3.479; 2.556; 2.509; 0.315;
17; 54; 9.922; 1.270; 3.479; 2.558; 2.507; 0.315;
17; 54; 9.972; 1.270; 3.478; 2.557; 2.508; 0.318;
17; 54; 10.022; 1.270; 3.477; 2.557; 2.508; 0.338;
17; 54; 10.072; 1.270; 3.478; 2.557; 2.509; 0.339;
17; 54; 10.122; 1.270; 3.477; 2.556; 2.508; 0.315;
17; 54; 10.172; 1.270; 3.479; 2.557; 2.508; 0.315;
17; 54; 10.222; 1.270; 3.479; 2.555; 2.509; 0.318;
17; 54; 10.272; 1.270; 3.481; 2.556; 2.509; 0.328;
17; 54; 10.322; 1.270; 3.482; 2.555; 2.510; 0.338;
17; 54; 10.372; 1.270; 3.483; 2.554; 2.510; 0.312;
17; 54; 10.422; 1.270; 3.484; 2.553; 2.510; 0.309;
17; 54; 10.472; 1.270; 3.485; 2.552; 2.510; 0.284;
17; 54; 10.522; 1.270; 3.485; 2.550; 2.510; 0.295;
17; 54; 10.572; 1.270; 3.485; 2.551; 2.510; 0.313;
17; 54; 10.622; 1.270; 3.484; 2.551; 2.510; 0.313;
17; 54; 10.672; 1.270; 3.484; 2.552; 2.510; 0.313;
17; 54; 10.722; 1.270; 3.484; 2.551; 2.510; 0.312;
17; 54; 10.772; 1.270; 3.484; 2.552; 2.509; 0.312;
17; 54; 10.822; 1.270; 3.483; 2.552; 2.509; 0.312;
17; 54; 10.872; 1.270; 3.483; 2.551; 2.509; 0.310;
17; 54; 10.922; 1.270; 3.483; 2.551; 2.510; 0.308;
17; 54; 10.972; 1.270; 3.483; 2.552; 2.510; 0.299;
17; 54; 11.022; 1.270; 3.482; 2.553; 2.509; 0.279;
17; 54; 11.072; 1.270; 3.481; 2.552; 2.509; 0.311;
17; 54; 11.122; 1.270; 3.480; 2.554; 2.508; 0.314;
17; 54; 11.172; 1.270; 3.480; 2.554; 2.508; 0.314;
17; 54; 11.222; 1.270; 3.479; 2.556; 2.508; 0.314;
17; 54; 11.272; 1.270; 3.479; 2.556; 2.508; 0.314;
17; 54; 11.322; 1.270; 3.478; 2.557; 2.508; 0.315;
17; 54; 11.372; 1.270; 3.477; 2.556; 2.507; 0.317;
17; 54; 11.517; 1.300; 3.480; 2.553; 2.508; 0.314;
17; 54; 11.567; 1.300; 3.479; 2.554; 2.508; 0.314;
17; 54; 11.617; 1.300; 3.480; 2.555; 2.507; 0.314;
17; 54; 11.667; 1.300; 3.478; 2.555; 2.508; 0.314;
17; 54; 11.717; 1.300; 3.479; 2.556; 2.508; 0.314;
17; 54; 11.767; 1.300; 3.478; 2.556; 2.508; 0.315;
17; 54; 11.817; 1.300; 3.478; 2.557; 2.508; 0.316;
17; 54; 11.867; 1.300; 3.477; 2.557; 2.509; 0.318;
17; 54; 11.917; 1.300; 3.477; 2.556; 2.508; 0.320;
17; 54; 11.967; 1.300; 3.477; 2.556; 2.509; 0.322;
17; 54; 12.017; 1.300; 3.477; 2.557; 2.508; 0.320;
17; 54; 12.067; 1.300; 3.477; 2.557; 2.509; 0.322;
17; 54; 12.117; 1.300; 3.477; 2.556; 2.508; 0.327;
17; 54; 12.167; 1.300; 3.477; 2.556; 2.509; 0.361;
17; 54; 12.217; 1.300; 3.477; 2.557; 2.509; 0.353;
17; 54; 12.267; 1.300; 3.475; 2.557; 2.509; 0.313;
17; 54; 12.317; 1.300; 3.478; 2.557; 2.509; 0.314;
17; 54; 12.367; 1.300; 3.477; 2.556; 2.509; 0.315;
17; 54; 12.417; 1.300; 3.478; 2.557; 2.509; 0.317;
17; 54; 12.467; 1.300; 3.480; 2.556; 2.510; 0.328;
17; 54; 12.517; 1.300; 3.480; 2.556; 2.510; 0.356;
17; 54; 12.567; 1.300; 3.481; 2.555; 2.510; 0.323;
17; 54; 12.617; 1.300; 3.482; 2.554; 2.511; 0.312;
17; 54; 12.667; 1.300; 3.483; 2.554; 2.510; 0.311;
17; 54; 12.717; 1.300; 3.483; 2.553; 2.510; 0.308;
17; 54; 12.767; 1.300; 3.484; 2.552; 2.510; 0.286;
17; 54; 12.817; 1.300; 3.484; 2.551; 2.511; 0.302;
17; 54; 12.867; 1.300; 3.484; 2.551; 2.509; 0.312;
17; 54; 12.917; 1.300; 3.482; 2.552; 2.509; 0.304;
17; 54; 12.967; 1.300; 3.482; 2.553; 2.509; 0.276;
17; 54; 13.127; 1.290; 3.478; 2.557; 2.508; 0.314;
17; 54; 13.177; 1.290; 3.478; 2.556; 2.508; 0.315;
17; 54; 13.227; 1.290; 3.477; 2.557; 2.508; 0.317;
17; 54; 13.277; 1.290; 3.477; 2.557; 2.508; 0.329;
17; 54; 13.327; 1.290; 3.476; 2.556; 2.508; 0.375;
17; 54; 13.377; 1.290; 3.476; 2.558; 2.509; 0.323;
17; 54; 13.427; 1.290; 3.476; 2.557; 2.509; 0.315;
17; 54; 13.477; 1.290; 3.477; 2.557; 2.509; 0.316;
17; 54; 13.527; 1.290; 3.479; 2.557; 2.510; 0.324;
17; 54; 13.577; 1.290; 3.481; 2.554; 2.509; 0.348;
17; 54; 13.627; 1.290; 3.481; 2.556; 2.510; 0.312;
17; 54; 13.677; 1.290; 3.482; 2.553; 2.510; 0.311;
17; 54; 13.727; 1.290; 3.484; 2.552; 2.510; 0.304;
17; 54; 13.777; 1.290; 3.484; 2.553; 2.511; 0.287;
17; 54; 13.827; 1.290; 3.484; 2.552; 2.510; 0.255;
17; 54; 13.877; 1.290; 3.483; 2.550; 2.511; 0.313;
17; 54; 13.927; 1.290; 3.483; 2.551; 2.510; 0.313;
17; 54; 13.977; 1.290; 3.483; 2.552; 2.510; 0.311;
17; 54; 14.027; 1.290; 3.481; 2.553; 2.509; 0.293;
17; 54; 14.077; 1.290; 3.480; 2.553; 2.509; 0.299;
17; 54; 14.127; 1.290; 3.480; 2.553; 2.510; 0.314;
17; 54; 14.177; 1.290; 3.479; 2.554; 2.508; 0.314;
17; 54; 14.227; 1.290; 3.479; 2.554; 2.508; 0.314;
17; 54; 14.277; 1.290; 3.478; 2.555; 2.508; 0.314;
17; 54; 14.327; 1.290; 3.477; 2.556; 2.508; 0.314;
17; 54; 14.377; 1.290; 3.477; 2.556; 2.508; 0.315;
17; 54; 14.427; 1.290; 3.476; 2.557; 2.509; 0.317;
17; 54; 14.477; 1.290; 3.476; 2.557; 2.508; 0.326;
17; 54; 14.527; 1.290; 3.475; 2.557; 2.508; 0.361;
17; 54; 14.577; 1.290; 3.476; 2.557; 2.509; 0.314;
17; 54; 14.726; 1.270; 3.480; 2.553; 2.508; 0.315;
17; 54; 14.776; 1.270; 3.479; 2.554; 2.508; 0.314;
17; 54; 14.826; 1.270; 3.478; 2.556; 2.508; 0.314;
17; 54; 14.876; 1.270; 3.478; 2.555; 2.509; 0.315;
17; 54; 14.926; 1.270; 3.476; 2.556; 2.508; 0.316;
17; 54; 14.976; 1.270; 3.476; 2.555; 2.508; 0.326;
17; 54; 15.026; 1.270; 3.476; 2.557; 2.509; 0.355;
17; 54; 15.076; 1.270; 3.476; 2.557; 2.508; 0.314;
17; 54; 15.126; 1.270; 3.477; 2.557; 2.509; 0.315;
17; 54; 15.176; 1.270; 3.476; 2.556; 2.509; 0.315;
17; 54; 15.226; 1.270; 3.476; 2.556; 2.509; 0.317;
17; 54; 15.276; 1.270; 3.477; 2.556; 2.509; 0.321;
17; 54; 15.326; 1.270; 3.479; 2.555; 2.510; 0.340;
17; 54; 15.376; 1.270; 3.481; 2.554; 2.510; 0.312;
17; 54; 15.426; 1.270; 3.482; 2.554; 2.510; 0.309;
17; 54; 15.476; 1.270; 3.482; 2.553; 2.510; 0.293;
17; 54; 15.526; 1.270; 3.483; 2.551; 2.509; 0.272;
17; 54; 15.576; 1.270; 3.482; 2.551; 2.510; 0.313;
17; 54; 15.626; 1.270; 3.482; 2.551; 2.509; 0.313;
17; 54; 15.676; 1.270; 3.481; 2.551; 2.509; 0.310;
17; 54; 15.726; 1.270; 3.480; 2.552; 2.509; 0.301;
17; 54; 15.776; 1.270; 3.480; 2.552; 2.510; 0.286;
17; 54; 15.826; 1.270; 3.480; 2.552; 2.509; 0.268;
17; 54; 15.876; 1.270; 3.480; 2.553; 2.508; 0.309;
17; 54; 15.926; 1.270; 3.480; 2.552; 2.508; 0.314;
17; 54; 15.976; 1.270; 3.480; 2.552; 2.509; 0.314;
17; 54; 16.026; 1.270; 3.479; 2.553; 2.508; 0.314;
17; 54; 16.076; 1.270; 3.480; 2.553; 2.509; 0.314;
17; 54; 16.126; 1.270; 3.479; 2.554; 2.508; 0.314;
17; 54; 16.176; 1.270; 3.478; 2.554; 2.508; 0.314;
17; 54; 16.331; 1.290; 3.475; 2.557; 2.508; 0.379;
17; 54; 16.381; 1.290; 3.475; 2.557; 2.509; 0.352;
17; 54; 16.431; 1.290; 3.475; 2.556; 2.509; 0.331;
17; 54; 16.481; 1.290; 3.474; 2.558; 2.509; 0.333;
17; 54; 16.531; 1.290; 3.475; 2.557; 2.509; 0.341;
17; 54; 16.581; 1.290; 3.475; 2.557; 2.509; 0.350;
17; 54; 16.631; 1.290; 3.475; 2.557; 2.509; 0.367;
17; 54; 16.681; 1.290; 3.475; 2.557; 2.508; 0.345;
17; 54; 16.731; 1.290; 3.474; 2.557; 2.508; 0.313;
17; 54; 16.781; 1.290; 3.475; 2.556; 2.510; 0.315;
17; 54; 16.831; 1.290; 3.474; 2.557; 2.509; 0.314;
17; 54; 16.881; 1.290; 3.476; 2.556; 2.509; 0.317;
17; 54; 16.931; 1.290; 3.477; 2.557; 2.509; 0.325;
17; 54; 16.981; 1.290; 3.480; 2.555; 2.510; 0.329;
17; 54; 17.031; 1.290; 3.480; 2.554; 2.510; 0.312;
17; 54; 17.081; 1.290; 3.481; 2.554; 2.510; 0.307;
17; 54; 17.131; 1.290; 3.482; 2.552; 2.509; 0.280;
17; 54; 17.181; 1.290; 3.482; 2.552; 2.510; 0.282;
17; 54; 17.231; 1.290; 3.482; 2.551; 2.510; 0.311;
17; 54; 17.281; 1.290; 3.481; 2.551; 2.509; 0.310;
17; 54; 17.331; 1.290; 3.481; 2.551; 2.510; 0.309;
17; 54; 17.381; 1.290; 3.481; 2.551; 2.509; 0.309;
17; 54; 17.431; 1.290; 3.482; 2.551; 2.510; 0.309;
17; 54; 17.481; 1.290; 3.481; 2.551; 2.509; 0.308;
17; 54; 17.531; 1.290; 3.481; 2.553; 2.509; 0.307;
17; 54; 17.581; 1.290; 3.480; 2.552; 2.509; 0.305;
17; 54; 17.631; 1.290; 3.480; 2.552; 2.509; 0.301;
17; 54; 17.681; 1.290; 3.479; 2.553; 2.509; 0.298;
17; 54; 17.731; 1.290; 3.479; 2.552; 2.509; 0.294;
17; 54; 17.781; 1.290; 3.479; 2.553; 2.509; 0.300;
17; 54; 17.924; 1.270; 3.474; 2.557; 2.509; 0.350;
17; 54; 17.974; 1.270; 3.474; 2.557; 2.508; 0.339;
17; 54; 18.024; 1.270; 3.474; 2.558; 2.508; 0.330;
17; 54; 18.074; 1.270; 3.474; 2.558; 2.508; 0.321;
17; 54; 18.124; 1.270; 3.475; 2.556; 2.509; 0.318;
17; 54; 18.174; 1.270; 3.475; 2.557; 2.509; 0.321;
17; 54; 18.224; 1.270; 3.474; 2.557; 2.509; 0.337;
17; 54; 18.274; 1.270; 3.474; 2.558; 2.509; 0.371;
17; 54; 18.324; 1.270; 3.474; 2.556; 2.509; 0.333;
17; 54; 18.374; 1.270; 3.475; 2.557; 2.509; 0.313;
17; 54; 18.424; 1.270; 3.474; 2.556; 2.509; 0.316;
17; 54; 18.474; 1.270; 3.474; 2.557; 2.509; 0.316;
17; 54; 18.524; 1.270; 3.476; 2.556; 2.509; 0.319;
17; 54; 18.574; 1.270; 3.475; 2.557; 2.510; 0.320;
17; 54; 18.624; 1.270; 3.475; 2.557; 2.509; 0.320;
17; 54; 18.674; 1.270; 3.477; 2.556; 2.510; 0.325;
17; 54; 18.724; 1.270; 3.477; 2.555; 2.510; 0.331;
17; 54; 18.774; 1.270; 3.479; 2.555; 2.510; 0.319;
17; 54; 18.824; 1.270; 3.480; 2.554; 2.510; 0.310;
17; 54; 18.874; 1.270; 3.481; 2.552; 2.511; 0.300;
17; 54; 18.924; 1.270; 3.482; 2.553; 2.509; 0.264;
17; 54; 18.974; 1.270; 3.482; 2.551; 2.510; 0.311;
17; 54; 19.024; 1.270; 3.481; 2.551; 2.509; 0.309;
17; 54; 19.074; 1.270; 3.480; 2.551; 2.510; 0.303;
17; 54; 19.124; 1.270; 3.479; 2.552; 2.508; 0.288;
17; 54; 19.174; 1.270; 3.479; 2.553; 2.509; 0.312;
17; 54; 19.224; 1.270; 3.479; 2.554; 2.508; 0.314;
17; 54; 19.274; 1.270; 3.476; 2.555; 2.509; 0.315;
17; 54; 19.324; 1.270; 3.476; 2.555; 2.508; 0.314;
17; 54; 19.374; 1.270; 3.474; 2.556; 2.508; 0.315;
17; 54; 19.521; 1.290; 3.480; 2.556; 2.509; 0.312;
17; 54; 19.571; 1.290; 3.480; 2.555; 2.510; 0.311;
17; 54; 19.621; 1.290; 3.481; 2.554; 2.510; 0.309;
17; 54; 19.671; 1.290; 3.482; 2.553; 2.510; 0.302;
17; 54; 19.721; 1.290; 3.481; 2.552; 2.510; 0.283;
17; 54; 19.771; 1.290; 3.482; 2.552; 2.510; 0.266;
17; 54; 19.821; 1.290; 3.482; 2.551; 2.510; 0.313;
17; 54; 19.871; 1.290; 3.481; 2.552; 2.509; 0.311;
17; 54; 19.921; 1.290; 3.480; 2.552; 2.510; 0.306;
17; 54; 19.971; 1.290; 3.479; 2.552; 2.509; 0.299;
17; 54; 20.021; 1.290; 3.479; 2.552; 2.508; 0.294;
17; 54; 20.071; 1.290; 3.478; 2.554; 2.509; 0.314;
17; 54; 20.121; 1.290; 3.477; 2.554; 2.509; 0.314;
17; 54; 20.171; 1.290; 3.477; 2.555; 2.508; 0.314;
17; 54; 20.221; 1.290; 3.476; 2.556; 2.508; 0.314;
17; 54; 20.271; 1.290; 3.475; 2.556; 2.508; 0.315;
17; 54; 20.321; 1.290; 3.475; 2.556; 2.508; 0.315;
17; 54; 20.371; 1.290; 3.475; 2.557; 2.509; 0.317;
17; 54; 20.421; 1.290; 3.474; 2.557; 2.509; 0.328;
17; 54; 20.471; 1.290; 3.473; 2.557; 2.509; 0.354;
17; 54; 20.521; 1.290; 3.473; 2.558; 2.508; 0.316;
17; 54; 20.571; 1.290; 3.474; 2.557; 2.509; 0.318;
17; 54; 20.621; 1.290; 3.474; 2.557; 2.509; 0.320;
17; 54; 20.671; 1.290; 3.476; 2.556; 2.509; 0.323;
17; 54; 20.721; 1.290; 3.476; 2.556; 2.509; 0.324;
17; 54; 20.771; 1.290; 3.477; 2.556; 2.510; 0.327;
17; 54; 20.821; 1.290; 3.478; 2.555; 2.510; 0.325;
17; 54; 20.871; 1.290; 3.479; 2.554; 2.510; 0.312;
17; 54; 20.921; 1.290; 3.480; 2.554; 2.510; 0.310;
17; 54; 20.971; 1.290; 3.480; 2.553; 2.510; 0.309;
17; 54; 21.112; 1.280; 3.475; 2.557; 2.510; 0.324;
17; 54; 21.162; 1.280; 3.478; 2.555; 2.510; 0.334;
17; 54; 21.212; 1.280; 3.480; 2.555; 2.510; 0.312;
17; 54; 21.262; 1.280; 3.481; 2.553; 2.510; 0.305;
17; 54; 21.312; 1.280; 3.482; 2.553; 2.510; 0.285;
17; 54; 21.362; 1.280; 3.482; 2.552; 2.510; 0.286;
17; 54; 21.412; 1.280; 3.481; 2.552; 2.510; 0.308;
17; 54; 21.462; 1.280; 3.481; 2.551; 2.509; 0.304;
17; 54; 21.512; 1.280; 3.479; 2.552; 2.510; 0.298;
17; 54; 21.562; 1.280; 3.479; 2.553; 2.509; 0.298;
17; 54; 21.612; 1.280; 3.478; 2.553; 2.508; 0.314;
17; 54; 21.662; 1.280; 3.479; 2.554; 2.509; 0.313;
17; 54; 21.712; 1.280; 3.476; 2.556; 2.509; 0.314;
17; 54; 21.762; 1.280; 3.475; 2.556; 2.509; 0.314;
17; 54; 21.812; 1.280; 3.474; 2.556; 2.508; 0.314;
17; 54; 21.862; 1.280; 3.474; 2.556; 2.509; 0.315;
17; 54; 21.912; 1.280; 3.474; 2.557; 2.508; 0.317;
17; 54; 21.962; 1.280; 3.474; 2.557; 2.509; 0.328;
17; 54; 22.012; 1.280; 3.473; 2.557; 2.509; 0.343;
17; 54; 22.062; 1.280; 3.473; 2.556; 2.509; 0.356;
17; 54; 22.112; 1.280; 3.473; 2.557; 2.509; 0.316;
17; 54; 22.162; 1.280; 3.475; 2.557; 2.509; 0.320;
17; 54; 22.212; 1.280; 3.475; 2.556; 2.510; 0.327;
17; 54; 22.262; 1.280; 3.477; 2.556; 2.510; 0.334;
17; 54; 22.312; 1.280; 3.478; 2.555; 2.510; 0.311;
17; 54; 22.362; 1.280; 3.481; 2.554; 2.510; 0.306;
17; 54; 22.412; 1.280; 3.481; 2.552; 2.510; 0.272;
17; 54; 22.462; 1.280; 3.480; 2.551; 2.509; 0.312;
17; 54; 22.512; 1.280; 3.480; 2.551; 2.510; 0.309;
17; 54; 22.562; 1.280; 3.479; 2.551; 2.509; 0.307;
17; 54; 22.709; 1.280; 3.473; 2.557; 2.509; 0.330;
17; 54; 22.759; 1.280; 3.473; 2.557; 2.509; 0.334;
17; 54; 22.809; 1.280; 3.474; 2.557; 2.509; 0.320;
17; 54; 22.859; 1.280; 3.476; 2.557; 2.510; 0.329;
17; 54; 22.909; 1.280; 3.477; 2.555; 2.510; 0.317;
17; 54; 22.959; 1.280; 3.480; 2.553; 2.510; 0.308;
17; 54; 23.009; 1.280; 3.481; 2.552; 2.509; 0.279;
17; 54; 23.059; 1.280; 3.480; 2.552; 2.510; 0.310;
17; 54; 23.109; 1.280; 3.478; 2.553; 2.509; 0.304;
17; 54; 23.159; 1.280; 3.479; 2.552; 2.509; 0.292;
17; 54; 23.209; 1.280; 3.477; 2.553; 2.509; 0.313;
17; 54; 23.259; 1.280; 3.476; 2.555; 2.508; 0.313;
17; 54; 23.309; 1.280; 3.475; 2.555; 2.509; 0.313;
17; 54; 23.359; 1.280; 3.474; 2.556; 2.508; 0.314;
17; 54; 23.409; 1.280; 3.473; 2.558; 2.509; 0.321;
17; 54; 23.459; 1.280; 3.473; 2.558; 2.509; 0.355;
17; 54; 23.509; 1.280; 3.473; 2.556; 2.509; 0.317;
17; 54; 23.559; 1.280; 3.474; 2.556; 2.509; 0.325;
17; 54; 23.609; 1.280; 3.477; 2.556; 2.509; 0.328;
17; 54; 23.659; 1.280; 3.479; 2.554; 2.510; 0.310;
17; 54; 23.709; 1.280; 3.480; 2.553; 2.510; 0.292;
17; 54; 23.759; 1.280; 3.480; 2.552; 2.510; 0.283;
17; 54; 23.809; 1.280; 3.479; 2.551; 2.510; 0.307;
17; 54; 23.859; 1.280; 3.478; 2.552; 2.509; 0.299;
17; 54; 23.909; 1.280; 3.475; 2.554; 2.508; 0.314;
17; 54; 23.959; 1.280; 3.474; 2.555; 2.507; 0.314;
17; 54; 24.009; 1.280; 3.474; 2.556; 2.508; 0.314;
17; 54; 24.059; 1.280; 3.473; 2.556; 2.508; 0.316;
17; 54; 24.109; 1.280; 3.472; 2.557; 2.508; 0.337;
17; 54; 24.159; 1.280; 3.473; 2.557; 2.509; 0.329;
17; 54; 24.313; 1.300; 3.481; 2.553; 2.510; 0.276;
17; 54; 24.363; 1.300; 3.480; 2.553; 2.510; 0.311;
17; 54; 24.413; 1.300; 3.479; 2.551; 2.510; 0.307;
17; 54; 24.463; 1.300; 3.478; 2.552; 2.509; 0.297;
17; 54; 24.513; 1.300; 3.476; 2.551; 2.509; 0.308;
17; 54; 24.563; 1.300; 3.475; 2.554; 2.508; 0.313;
17; 54; 24.613; 1.300; 3.475; 2.554; 2.508; 0.314;
17; 54; 24.663; 1.300; 3.473; 2.555; 2.507; 0.314;
17; 54; 24.713; 1.300; 3.473; 2.557; 2.508; 0.316;
17; 54; 24.763; 1.300; 3.473; 2.556; 2.509; 0.341;
17; 54; 24.813; 1.300; 3.472; 2.558; 2.509; 0.320;
17; 54; 24.863; 1.300; 3.474; 2.556; 2.509; 0.321;
17; 54; 24.913; 1.300; 3.476; 2.555; 2.510; 0.331;
17; 54; 24.963; 1.300; 3.478; 2.555; 2.509; 0.312;
17; 54; 25.013; 1.300; 3.479; 2.553; 2.510; 0.304;
17; 54; 25.063; 1.300; 3.479; 2.552; 2.509; 0.286;
17; 54; 25.113; 1.300; 3.480; 2.552; 2.510; 0.276;
17; 54; 25.163; 1.300; 3.480; 2.551; 2.509; 0.310;
17; 54; 25.213; 1.300; 3.478; 2.552; 2.509; 0.305;
17; 54; 25.263; 1.300; 3.477; 2.552; 2.509; 0.299;
17; 54; 25.313; 1.300; 3.476; 2.554; 2.508; 0.313;
17; 54; 25.363; 1.300; 3.475; 2.554; 2.508; 0.314;
17; 54; 25.413; 1.300; 3.474; 2.556; 2.509; 0.314;
17; 54; 25.463; 1.300; 3.473; 2.557; 2.509; 0.316;
17; 54; 25.513; 1.300; 3.473; 2.557; 2.509; 0.334;
17; 54; 25.563; 1.300; 3.472; 2.557; 2.509; 0.381;
17; 54; 25.613; 1.300; 3.472; 2.557; 2.509; 0.328;
17; 54; 25.663; 1.300; 3.474; 2.556; 2.510; 0.316;
17; 54; 25.713; 1.300; 3.473; 2.556; 2.509; 0.318;
17; 54; 25.763; 1.300; 3.474; 2.557; 2.510; 0.322;
17; 54; 25.919; 1.280; 3.480; 2.553; 2.510; 0.298;
17; 54; 25.969; 1.280; 3.479; 2.552; 2.510; 0.280;
17; 54; 26.019; 1.280; 3.479; 2.551; 2.509; 0.310;
17; 54; 26.069; 1.280; 3.479; 2.551; 2.510; 0.307;
17; 54; 26.119; 1.280; 3.478; 2.551; 2.509; 0.299;
17; 54; 26.169; 1.280; 3.478; 2.553; 2.509; 0.290;
17; 54; 26.219; 1.280; 3.476; 2.554; 2.508; 0.309;
17; 54; 26.269; 1.280; 3.476; 2.554; 2.508; 0.314;
17; 54; 26.319; 1.280; 3.475; 2.555; 2.508; 0.313;
17; 54; 26.369; 1.280; 3.474; 2.555; 2.508; 0.313;
