16; 57; 35.617; 0.025; 0.000; 4.057; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.075; 0.000; 4.052; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.125; 0.000; 4.040; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.175; 0.000; 4.024; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.225; 0.000; 4.005; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.275; 0.000; 3.982; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.325; 0.000; 3.955; 1.742; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.375; 0.000; 3.933; 1.742; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.425; 0.000; 3.928; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.475; 0.000; 3.926; 1.744; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.525; 0.000; 3.924; 1.743; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.575; 0.000; 3.920; 1.743; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.625; 0.000; 3.917; 1.743; 3.606000e+01; 3.934000e+01
16; 57; 35.617; 0.675; 0.000; 3.913; 1.743; 3.606000e+01; 3.934000e+01
16; 57; 36.009; 0.025;11.390; 3.902; 1.743; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.075;11.390; 3.899; 1.743; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.125;11.390; 3.898; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.175;11.390; 3.894; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.225;11.390; 3.891; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.275;11.390; 3.889; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.325;11.390; 3.887; 1.744; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.375;11.390; 3.886; 1.744; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.425;11.390; 3.883; 1.743; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.475;11.390; 3.880; 1.743; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.525;11.390; 3.877; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.575;11.390; 3.874; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.625;11.390; 3.872; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 36.009; 0.675;11.390; 3.869; 1.742; 3.610000e+01; 3.936000e+01
16; 57; 37.065; 0.025;43.020; 3.863; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.075;43.020; 3.861; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.125;43.020; 3.859; 1.742; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.175;43.020; 3.859; 1.742; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.225;43.020; 3.858; 1.742; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.275;43.020; 3.859; 1.742; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.325;43.020; 3.859; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.375;43.020; 3.857; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.425;43.020; 3.856; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.475;43.020; 3.855; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.525;43.020; 3.855; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.575;43.020; 3.854; 1.741; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.625;43.020; 3.854; 1.740; 3.611000e+01; 3.926000e+01
16; 57; 37.065; 0.675;43.020; 3.854; 1.740; 3.611000e+01; 3.926000e+01
16; 57; 37.895; 0.025;49.910; 3.853; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.075;49.910; 3.852; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.125;49.910; 3.853; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.175;49.910; 3.853; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.225;49.910; 3.853; 1.741; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.275;49.910; 3.853; 1.741; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.325;49.910; 3.850; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.375;49.910; 3.850; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.425;49.910; 3.850; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.475;49.910; 3.851; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.525;49.910; 3.850; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.575;49.910; 3.849; 1.740; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.625;49.910; 3.848; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 37.895; 0.675;49.910; 3.848; 1.739; 3.610000e+01; 3.934000e+01
16; 57; 38.749; 0.025;50.150; 3.849; 1.738; 3.618000e+01; 3.923000e+01
16; 57; 38.749; 0.075;50.150; 3.849; 1.738; 3.618000e+01; 3.923000e+01
16; 57; 38.749; 0.125;50.150; 3.847; 1.739; 3.618000e+01; 3.923000e+01
