17; 51; 45.640; 0.010; 3.537; 2.508; 2.505;
17; 51; 45.665; 0.010; 3.536; 2.508; 2.504;
17; 51; 45.690; 0.010; 3.537; 2.508; 2.505;
17; 51; 45.715; 0.010; 3.537; 2.508; 2.505;
17; 51; 45.740; 0.010; 3.537; 2.508; 2.504;
17; 51; 45.765; 0.010; 3.537; 2.509; 2.504;
17; 51; 45.790; 0.010; 3.537; 2.509; 2.504;
17; 51; 45.815; 0.010; 3.538; 2.509; 2.504;
17; 51; 45.840; 0.010; 3.537; 2.511; 2.504;
17; 51; 45.865; 0.010; 3.538; 2.508; 2.504;
17; 51; 45.890; 0.010; 3.536; 2.509; 2.504;
17; 51; 45.915; 0.010; 3.537; 2.508; 2.503;
17; 51; 45.940; 0.010; 3.536; 2.510; 2.504;
17; 51; 45.965; 0.010; 3.537; 2.509; 2.505;
17; 51; 45.990; 0.010; 3.538; 2.508; 2.505;
17; 51; 46.015; 0.010; 3.537; 2.509; 2.505;
17; 51; 46.040; 0.010; 3.537; 2.507; 2.504;
17; 51; 46.065; 0.010; 3.537; 2.508; 2.504;
17; 51; 46.090; 0.010; 3.538; 2.507; 2.505;
17; 51; 46.115; 0.010; 3.538; 2.507; 2.505;
17; 51; 46.140; 0.010; 3.537; 2.510; 2.504;
17; 51; 46.165; 0.010; 3.537; 2.508; 2.506;
17; 51; 46.190; 0.010; 3.538; 2.508; 2.505;
17; 51; 46.215; 0.010; 3.537; 2.508; 2.504;
17; 51; 46.240; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.265; 0.010; 3.538; 2.508; 2.505;
17; 51; 46.290; 0.010; 3.537; 2.508; 2.504;
17; 51; 46.315; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.340; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.365; 0.010; 3.537; 2.508; 2.504;
17; 51; 46.390; 0.010; 3.536; 2.509; 2.504;
17; 51; 46.415; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.440; 0.010; 3.536; 2.508; 2.504;
17; 51; 46.465; 0.010; 3.538; 2.507; 2.504;
17; 51; 46.490; 0.010; 3.538; 2.509; 2.504;
17; 51; 46.515; 0.010; 3.537; 2.510; 2.504;
17; 51; 46.540; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.565; 0.010; 3.537; 2.510; 2.504;
17; 51; 46.590; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.615; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.640; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.665; 0.010; 3.537; 2.509; 2.504;
17; 51; 46.690; 0.010; 3.538; 2.509; 2.505;
17; 51; 46.715; 0.010; 3.537; 2.510; 2.504;
17; 51; 46.740; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.765; 0.010; 3.537; 2.509; 2.504;
17; 51; 46.790; 0.010; 3.538; 2.507; 2.505;
17; 51; 46.815; 0.010; 3.537; 2.508; 2.505;
17; 51; 46.840; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.865; 0.010; 3.537; 2.507; 2.504;
17; 51; 46.890; 0.010; 3.537; 2.509; 2.504;
17; 51; 46.915; 0.010; 3.538; 2.508; 2.504;
17; 51; 46.940; 0.010; 3.537; 2.509; 2.504;
17; 51; 46.965; 0.010; 3.537; 2.507; 2.504;
17; 51; 46.990; 0.010; 3.538; 2.508; 2.504;
17; 51; 47.015; 0.010; 3.537; 2.510; 2.504;
17; 51; 47.040; 0.010; 3.538; 2.509; 2.504;
17; 51; 47.065; 0.010; 3.537; 2.509; 2.504;
17; 51; 47.090; 0.010; 3.538; 2.508; 2.504;
17; 51; 47.115; 0.010; 3.538; 2.509; 2.504;
17; 51; 48.482; 0.000; 3.537; 2.507; 2.504;
17; 51; 48.507; 0.000; 3.537; 2.508; 2.504;
17; 51; 48.532; 0.000; 3.537; 2.507; 2.504;
17; 51; 48.557; 0.000; 3.537; 2.509; 2.505;
17; 51; 48.582; 0.000; 3.537; 2.507; 2.505;
17; 51; 48.607; 0.000; 3.537; 2.509; 2.504;
17; 51; 48.632; 0.000; 3.537; 2.507; 2.504;
17; 51; 48.657; 0.000; 3.537; 2.509; 2.505;
17; 51; 48.682; 0.000; 3.538; 2.509; 2.504;
17; 51; 48.707; 0.000; 3.537; 2.509; 2.505;
17; 51; 48.732; 0.000; 3.537; 2.508; 2.504;
17; 51; 48.757; 0.000; 3.537; 2.508; 2.505;
17; 51; 48.782; 0.000; 3.537; 2.510; 2.505;
17; 51; 48.807; 0.000; 3.538; 2.508; 2.504;
17; 51; 48.832; 0.000; 3.536; 2.510; 2.504;
17; 51; 48.857; 0.000; 3.538; 2.509; 2.504;
17; 51; 48.882; 0.000; 3.537; 2.509; 2.504;
17; 51; 48.907; 0.000; 3.538; 2.508; 2.504;
17; 51; 48.932; 0.000; 3.538; 2.508; 2.504;
17; 51; 48.957; 0.000; 3.537; 2.508; 2.505;
17; 51; 48.982; 0.000; 3.538; 2.507; 2.505;
17; 51; 49.007; 0.000; 3.537; 2.510; 2.504;
17; 51; 49.032; 0.000; 3.538; 2.508; 2.504;
17; 51; 49.057; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.082; 0.000; 3.538; 2.507; 2.505;
17; 51; 49.107; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.132; 0.000; 3.538; 2.508; 2.504;
17; 51; 49.157; 0.000; 3.537; 2.509; 2.504;
17; 51; 49.182; 0.000; 3.538; 2.508; 2.504;
17; 51; 49.207; 0.000; 3.537; 2.509; 2.505;
17; 51; 49.232; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.257; 0.000; 3.537; 2.507; 2.505;
17; 51; 49.282; 0.000; 3.537; 2.510; 2.503;
17; 51; 49.307; 0.000; 3.537; 2.509; 2.504;
17; 51; 49.332; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.357; 0.000; 3.537; 2.509; 2.504;
17; 51; 49.382; 0.000; 3.538; 2.508; 2.505;
17; 51; 49.407; 0.000; 3.537; 2.509; 2.504;
17; 51; 49.432; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.457; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.482; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.507; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.532; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.557; 0.000; 3.538; 2.509; 2.504;
17; 51; 49.582; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.607; 0.000; 3.538; 2.509; 2.505;
17; 51; 49.632; 0.000; 3.537; 2.508; 2.504;
17; 51; 49.657; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.682; 0.000; 3.537; 2.508; 2.505;
17; 51; 49.707; 0.000; 3.538; 2.508; 2.505;
17; 51; 49.732; 0.000; 3.537; 2.508; 2.505;
