11; 53; 55.176; 0.000; 0.025; 4.035
11; 53; 55.176; 0.000; 0.075; 4.033
11; 53; 55.176; 0.000; 0.125; 4.031
11; 53; 55.176; 0.000; 0.175; 4.036
11; 53; 55.176; 0.000; 0.225; 4.030
11; 53; 55.176; 0.000; 0.275; 4.033
11; 53; 55.176; 0.000; 0.325; 4.034
11; 53; 55.176; 0.000; 0.375; 4.031
11; 53; 55.176; 0.000; 0.425; 4.035
11; 53; 55.176; 0.000; 0.475; 4.030
11; 53; 55.176; 0.000; 0.525; 4.034
11; 53; 55.176; 0.000; 0.575; 4.034
11; 53; 55.176; 0.000; 0.625; 4.032
11; 53; 55.176; 0.000; 0.675; 4.035
11; 53; 55.670; 2.170; 0.025; 4.036
11; 53; 55.670; 2.170; 0.075; 4.031
11; 53; 55.670; 2.170; 0.125; 4.033
11; 53; 55.670; 2.170; 0.175; 4.035
11; 53; 55.670; 2.170; 0.225; 4.030
11; 53; 55.670; 2.170; 0.275; 4.035
11; 53; 55.670; 2.170; 0.325; 4.032
11; 53; 55.670; 2.170; 0.375; 4.032
11; 53; 55.670; 2.170; 0.425; 4.035
11; 53; 55.670; 2.170; 0.475; 4.030
11; 53; 55.670; 2.170; 0.525; 4.035
11; 53; 55.670; 2.170; 0.575; 4.033
11; 53; 55.670; 2.170; 0.625; 4.032
11; 53; 55.670; 2.170; 0.675; 4.036
11; 53; 56.805; 2.100; 0.025; 4.034
11; 53; 56.805; 2.100; 0.075; 4.032
11; 53; 56.805; 2.100; 0.125; 4.036
11; 53; 56.805; 2.100; 0.175; 4.031
11; 53; 56.805; 2.100; 0.225; 4.033
11; 53; 56.805; 2.100; 0.275; 4.035
11; 53; 56.805; 2.100; 0.325; 4.032
11; 53; 56.805; 2.100; 0.375; 4.036
11; 53; 56.805; 2.100; 0.425; 4.032
11; 53; 56.805; 2.100; 0.475; 4.034
11; 53; 56.805; 2.100; 0.525; 4.037
11; 53; 56.805; 2.100; 0.575; 4.032
11; 53; 56.805; 2.100; 0.625; 4.036
11; 53; 56.805; 2.100; 0.675; 4.034
11; 53; 57.665; 1.970; 0.025; 4.035
11; 53; 57.665; 1.970; 0.075; 4.034
11; 53; 57.665; 1.970; 0.125; 4.037
11; 53; 57.665; 1.970; 0.175; 4.034
11; 53; 57.665; 1.970; 0.225; 4.035
11; 53; 57.665; 1.970; 0.275; 4.036
11; 53; 57.665; 1.970; 0.325; 4.033
11; 53; 57.665; 1.970; 0.375; 4.037
11; 53; 57.665; 1.970; 0.425; 4.034
11; 53; 57.665; 1.970; 0.475; 4.034
11; 53; 57.665; 1.970; 0.525; 4.039
11; 53; 57.665; 1.970; 0.575; 4.034
11; 53; 57.665; 1.970; 0.625; 4.036
11; 53; 57.665; 1.970; 0.675; 4.037
11; 53; 58.515; 1.880; 0.025; 4.034
11; 53; 58.515; 1.880; 0.075; 4.039
11; 53; 58.515; 1.880; 0.125; 4.034
11; 53; 58.515; 1.880; 0.175; 4.038
11; 53; 58.515; 1.880; 0.225; 4.037
11; 53; 58.515; 1.880; 0.275; 4.035
11; 53; 58.515; 1.880; 0.325; 4.039
11; 53; 58.515; 1.880; 0.375; 4.034
11; 53; 58.515; 1.880; 0.425; 4.038
11; 53; 58.515; 1.880; 0.475; 4.036
11; 53; 58.515; 1.880; 0.525; 4.036
11; 53; 58.515; 1.880; 0.575; 4.040
11; 53; 58.515; 1.880; 0.625; 4.034
11; 53; 58.515; 1.880; 0.675; 4.038
11; 53; 59.335; 1.760; 0.025; 4.039
11; 53; 59.335; 1.760; 0.075; 4.037
11; 53; 59.335; 1.760; 0.125; 4.036
11; 53; 59.335; 1.760; 0.175; 4.039
11; 53; 59.335; 1.760; 0.225; 4.036
11; 53; 59.335; 1.760; 0.275; 4.038
11; 53; 59.335; 1.760; 0.325; 4.040
11; 53; 59.335; 1.760; 0.375; 4.036
11; 53; 59.335; 1.760; 0.425; 4.039
11; 53; 59.335; 1.760; 0.475; 4.039
11; 53; 59.335; 1.760; 0.525; 4.037
11; 53; 59.335; 1.760; 0.575; 4.040
11; 53; 59.335; 1.760; 0.625; 4.037
11; 53; 59.335; 1.760; 0.675; 4.039
11; 54; 0.225; 1.680; 0.025; 4.041
11; 54; 0.225; 1.680; 0.075; 4.037
11; 54; 0.225; 1.680; 0.125; 4.039
11; 54; 0.225; 1.680; 0.175; 4.041
11; 54; 0.225; 1.680; 0.225; 4.037
11; 54; 0.225; 1.680; 0.275; 4.041
11; 54; 0.225; 1.680; 0.325; 4.040
11; 54; 0.225; 1.680; 0.375; 4.037
11; 54; 0.225; 1.680; 0.425; 4.041
11; 54; 0.225; 1.680; 0.475; 4.039
11; 54; 0.225; 1.680; 0.525; 4.040
11; 54; 0.225; 1.680; 0.575; 4.041
11; 54; 0.225; 1.680; 0.625; 4.038
11; 54; 0.225; 1.680; 0.675; 4.041
11; 54; 1.036; 1.590; 0.025; 4.039
11; 54; 1.036; 1.590; 0.075; 4.042
11; 54; 1.036; 1.590; 0.125; 4.040
