13; 49; 56.886; 0.000; 0.025; 3.825
13; 49; 56.886; 0.000; 0.075; 3.824
13; 49; 56.886; 0.000; 0.125; 3.825
13; 49; 56.886; 0.000; 0.175; 3.825
13; 49; 56.886; 0.000; 0.225; 3.825
13; 49; 56.886; 0.000; 0.275; 3.824
13; 49; 56.886; 0.000; 0.325; 3.824
13; 49; 56.886; 0.000; 0.375; 3.825
13; 49; 56.886; 0.000; 0.425; 3.825
13; 49; 56.886; 0.000; 0.475; 3.825
13; 49; 56.886; 0.000; 0.525; 3.826
13; 49; 56.886; 0.000; 0.575; 3.825
13; 49; 56.886; 0.000; 0.625; 3.823
13; 49; 56.886; 0.000; 0.675; 3.824
13; 49; 57.311; 2.290; 0.025; 3.824
13; 49; 57.311; 2.290; 0.075; 3.825
13; 49; 57.311; 2.290; 0.125; 3.825
13; 49; 57.311; 2.290; 0.175; 3.824
13; 49; 57.311; 2.290; 0.225; 3.823
13; 49; 57.311; 2.290; 0.275; 3.823
13; 49; 57.311; 2.290; 0.325; 3.824
13; 49; 57.311; 2.290; 0.375; 3.826
13; 49; 57.311; 2.290; 0.425; 3.825
13; 49; 57.311; 2.290; 0.475; 3.825
13; 49; 57.311; 2.290; 0.525; 3.825
13; 49; 57.311; 2.290; 0.575; 3.824
13; 49; 57.311; 2.290; 0.625; 3.824
13; 49; 57.311; 2.290; 0.675; 3.824
13; 49; 58.292; 2.110; 0.025; 3.824
13; 49; 58.292; 2.110; 0.075; 3.825
13; 49; 58.292; 2.110; 0.125; 3.825
13; 49; 58.292; 2.110; 0.175; 3.825
13; 49; 58.292; 2.110; 0.225; 3.825
13; 49; 58.292; 2.110; 0.275; 3.825
13; 49; 58.292; 2.110; 0.325; 3.824
13; 49; 58.292; 2.110; 0.375; 3.825
13; 49; 58.292; 2.110; 0.425; 3.825
13; 49; 58.292; 2.110; 0.475; 3.825
13; 49; 58.292; 2.110; 0.525; 3.825
13; 49; 58.292; 2.110; 0.575; 3.825
13; 49; 58.292; 2.110; 0.625; 3.825
13; 49; 58.292; 2.110; 0.675; 3.825
13; 49; 59.122; 2.020; 0.025; 3.826
13; 49; 59.122; 2.020; 0.075; 3.825
13; 49; 59.122; 2.020; 0.125; 3.825
13; 49; 59.122; 2.020; 0.175; 3.826
13; 49; 59.122; 2.020; 0.225; 3.826
13; 49; 59.122; 2.020; 0.275; 3.826
13; 49; 59.122; 2.020; 0.325; 3.826
13; 49; 59.122; 2.020; 0.375; 3.826
13; 49; 59.122; 2.020; 0.425; 3.826
13; 49; 59.122; 2.020; 0.475; 3.825
13; 49; 59.122; 2.020; 0.525; 3.826
13; 49; 59.122; 2.020; 0.575; 3.826
13; 49; 59.122; 2.020; 0.625; 3.827
13; 49; 59.122; 2.020; 0.675; 3.827
13; 49; 59.946; 1.930; 0.025; 3.827
13; 49; 59.946; 1.930; 0.075; 3.827
13; 49; 59.946; 1.930; 0.125; 3.827
13; 49; 59.946; 1.930; 0.175; 3.827
13; 49; 59.946; 1.930; 0.225; 3.827
13; 49; 59.946; 1.930; 0.275; 3.827
13; 49; 59.946; 1.930; 0.325; 3.827
13; 49; 59.946; 1.930; 0.375; 3.828
13; 49; 59.946; 1.930; 0.425; 3.828
13; 49; 59.946; 1.930; 0.475; 3.828
13; 49; 59.946; 1.930; 0.525; 3.827
13; 49; 59.946; 1.930; 0.575; 3.827
13; 49; 59.946; 1.930; 0.625; 3.828
13; 49; 59.946; 1.930; 0.675; 3.828
13; 50; 0.761; 1.820; 0.025; 3.829
13; 50; 0.761; 1.820; 0.075; 3.829
13; 50; 0.761; 1.820; 0.125; 3.828
13; 50; 0.761; 1.820; 0.175; 3.827
13; 50; 0.761; 1.820; 0.225; 3.828
13; 50; 0.761; 1.820; 0.275; 3.829
13; 50; 0.761; 1.820; 0.325; 3.829
13; 50; 0.761; 1.820; 0.375; 3.829
13; 50; 0.761; 1.820; 0.425; 3.828
13; 50; 0.761; 1.820; 0.475; 3.828
13; 50; 0.761; 1.820; 0.525; 3.829
13; 50; 0.761; 1.820; 0.575; 3.829
13; 50; 0.761; 1.820; 0.625; 3.830
13; 50; 0.761; 1.820; 0.675; 3.829
13; 50; 1.634; 1.690; 0.025; 3.830
13; 50; 1.634; 1.690; 0.075; 3.830
13; 50; 1.634; 1.690; 0.125; 3.830
13; 50; 1.634; 1.690; 0.175; 3.829
13; 50; 1.634; 1.690; 0.225; 3.829
13; 50; 1.634; 1.690; 0.275; 3.830
13; 50; 1.634; 1.690; 0.325; 3.831
13; 50; 1.634; 1.690; 0.375; 3.831
13; 50; 1.634; 1.690; 0.425; 3.830
13; 50; 1.634; 1.690; 0.475; 3.831
13; 50; 1.634; 1.690; 0.525; 3.831
13; 50; 1.634; 1.690; 0.575; 3.829
13; 50; 1.634; 1.690; 0.625; 3.830
13; 50; 1.634; 1.690; 0.675; 3.830
13; 50; 2.428; 1.640; 0.025; 3.831
13; 50; 2.428; 1.640; 0.075; 3.831
13; 50; 2.428; 1.640; 0.125; 3.831
13; 50; 2.428; 1.640; 0.175; 3.832
13; 50; 2.428; 1.640; 0.225; 3.830
13; 50; 2.428; 1.640; 0.275; 3.831
13; 50; 2.428; 1.640; 0.325; 3.832
13; 50; 2.428; 1.640; 0.375; 3.832
13; 50; 2.428; 1.640; 0.425; 3.832
13; 50; 2.428; 1.640; 0.475; 3.832
13; 50; 2.428; 1.640; 0.525; 3.832
13; 50; 2.428; 1.640; 0.575; 3.832
13; 50; 2.428; 1.640; 0.625; 3.831
13; 50; 2.428; 1.640; 0.675; 3.831
13; 50; 3.209; 1.540; 0.025; 3.832
13; 50; 3.209; 1.540; 0.075; 3.832
13; 50; 3.209; 1.540; 0.125; 3.832
13; 50; 3.209; 1.540; 0.175; 3.832
13; 50; 3.209; 1.540; 0.225; 3.832
13; 50; 3.209; 1.540; 0.275; 3.832
13; 50; 3.209; 1.540; 0.325; 3.833
13; 50; 3.209; 1.540; 0.375; 3.833
13; 50; 3.209; 1.540; 0.425; 3.833
13; 50; 3.209; 1.540; 0.475; 3.833
13; 50; 3.209; 1.540; 0.525; 3.833
13; 50; 3.209; 1.540; 0.575; 3.833
13; 50; 3.209; 1.540; 0.625; 3.832
13; 50; 3.209; 1.540; 0.675; 3.833
13; 50; 3.993; 1.460; 0.025; 3.833
13; 50; 3.993; 1.460; 0.075; 3.833
13; 50; 3.993; 1.460; 0.125; 3.834
13; 50; 3.993; 1.460; 0.175; 3.834
13; 50; 3.993; 1.460; 0.225; 3.834
13; 50; 3.993; 1.460; 0.275; 3.834
13; 50; 3.993; 1.460; 0.325; 3.834
13; 50; 3.993; 1.460; 0.375; 3.834
13; 50; 3.993; 1.460; 0.425; 3.834
13; 50; 3.993; 1.460; 0.475; 3.834
13; 50; 3.993; 1.460; 0.525; 3.834
13; 50; 3.993; 1.460; 0.575; 3.834
13; 50; 3.993; 1.460; 0.625; 3.835
13; 50; 3.993; 1.460; 0.675; 3.835
13; 50; 4.787; 1.380; 0.025; 3.835
13; 50; 4.787; 1.380; 0.075; 3.835
13; 50; 4.787; 1.380; 0.125; 3.835
13; 50; 4.787; 1.380; 0.175; 3.836
13; 50; 4.787; 1.380; 0.225; 3.836
13; 50; 4.787; 1.380; 0.275; 3.836
13; 50; 4.787; 1.380; 0.325; 3.835
13; 50; 4.787; 1.380; 0.375; 3.835
13; 50; 4.787; 1.380; 0.425; 3.836
13; 50; 4.787; 1.380; 0.475; 3.836
13; 50; 4.787; 1.380; 0.525; 3.836
13; 50; 4.787; 1.380; 0.575; 3.836
13; 50; 4.787; 1.380; 0.625; 3.836
13; 50; 4.787; 1.380; 0.675; 3.836
13; 50; 5.576; 1.330; 0.025; 3.836
13; 50; 5.576; 1.330; 0.075; 3.837
13; 50; 5.576; 1.330; 0.125; 3.836
13; 50; 5.576; 1.330; 0.175; 3.836
13; 50; 5.576; 1.330; 0.225; 3.836
13; 50; 5.576; 1.330; 0.275; 3.837
13; 50; 5.576; 1.330; 0.325; 3.836
13; 50; 5.576; 1.330; 0.375; 3.836
13; 50; 5.576; 1.330; 0.425; 3.837
13; 50; 5.576; 1.330; 0.475; 3.837
13; 50; 5.576; 1.330; 0.525; 3.837
13; 50; 5.576; 1.330; 0.575; 3.838
13; 50; 5.576; 1.330; 0.625; 3.838
13; 50; 5.576; 1.330; 0.675; 3.837
13; 50; 6.378; 1.240; 0.025; 3.838
13; 50; 6.378; 1.240; 0.075; 3.838
13; 50; 6.378; 1.240; 0.125; 3.837
13; 50; 6.378; 1.240; 0.175; 3.838
13; 50; 6.378; 1.240; 0.225; 3.838
13; 50; 6.378; 1.240; 0.275; 3.838
13; 50; 6.378; 1.240; 0.325; 3.838
13; 50; 6.378; 1.240; 0.375; 3.838
13; 50; 6.378; 1.240; 0.425; 3.838
13; 50; 6.378; 1.240; 0.475; 3.839
13; 50; 6.378; 1.240; 0.525; 3.838
13; 50; 6.378; 1.240; 0.575; 3.838
13; 50; 6.378; 1.240; 0.625; 3.838
13; 50; 6.378; 1.240; 0.675; 3.839
13; 50; 7.171; 1.200; 0.025; 3.838
13; 50; 7.171; 1.200; 0.075; 3.839
13; 50; 7.171; 1.200; 0.125; 3.839
13; 50; 7.171; 1.200; 0.175; 3.839
13; 50; 7.171; 1.200; 0.225; 3.839
13; 50; 7.171; 1.200; 0.275; 3.839
13; 50; 7.171; 1.200; 0.325; 3.839
13; 50; 7.171; 1.200; 0.375; 3.839
13; 50; 7.171; 1.200; 0.425; 3.839
13; 50; 7.171; 1.200; 0.475; 3.840
13; 50; 7.171; 1.200; 0.525; 3.839
13; 50; 7.171; 1.200; 0.575; 3.840
13; 50; 7.171; 1.200; 0.625; 3.840
13; 50; 7.171; 1.200; 0.675; 3.840
13; 50; 7.964; 1.110; 0.025; 3.840
13; 50; 7.964; 1.110; 0.075; 3.840
13; 50; 7.964; 1.110; 0.125; 3.840
13; 50; 7.964; 1.110; 0.175; 3.841
13; 50; 7.964; 1.110; 0.225; 3.841
13; 50; 7.964; 1.110; 0.275; 3.841
13; 50; 7.964; 1.110; 0.325; 3.841
13; 50; 7.964; 1.110; 0.375; 3.840
13; 50; 7.964; 1.110; 0.425; 3.841
13; 50; 7.964; 1.110; 0.475; 3.841
13; 50; 7.964; 1.110; 0.525; 3.840
13; 50; 7.964; 1.110; 0.575; 3.841
13; 50; 7.964; 1.110; 0.625; 3.841
13; 50; 7.964; 1.110; 0.675; 3.841
13; 50; 8.758; 1.030; 0.025; 3.841
13; 50; 8.758; 1.030; 0.075; 3.841
13; 50; 8.758; 1.030; 0.125; 3.841
13; 50; 8.758; 1.030; 0.175; 3.841
13; 50; 8.758; 1.030; 0.225; 3.841
13; 50; 8.758; 1.030; 0.275; 3.841
13; 50; 8.758; 1.030; 0.325; 3.841
13; 50; 8.758; 1.030; 0.375; 3.841
13; 50; 8.758; 1.030; 0.425; 3.841
13; 50; 8.758; 1.030; 0.475; 3.841
13; 50; 8.758; 1.030; 0.525; 3.842
13; 50; 8.758; 1.030; 0.575; 3.841
13; 50; 8.758; 1.030; 0.625; 3.842
13; 50; 8.758; 1.030; 0.675; 3.841
13; 50; 9.545; 1.000; 0.025; 3.841
13; 50; 9.545; 1.000; 0.075; 3.842
13; 50; 9.545; 1.000; 0.125; 3.841
13; 50; 9.545; 1.000; 0.175; 3.841
13; 50; 9.545; 1.000; 0.225; 3.841
13; 50; 9.545; 1.000; 0.275; 3.841
13; 50; 9.545; 1.000; 0.325; 3.841
13; 50; 9.545; 1.000; 0.375; 3.842
13; 50; 9.545; 1.000; 0.425; 3.842
13; 50; 9.545; 1.000; 0.475; 3.841
13; 50; 9.545; 1.000; 0.525; 3.841
13; 50; 9.545; 1.000; 0.575; 3.841
13; 50; 9.545; 1.000; 0.625; 3.841
13; 50; 9.545; 1.000; 0.675; 3.841
13; 50; 10.332; 0.990; 0.025; 3.840
13; 50; 10.332; 0.990; 0.075; 3.841
13; 50; 10.332; 0.990; 0.125; 3.841
13; 50; 10.332; 0.990; 0.175; 3.841
13; 50; 10.332; 0.990; 0.225; 3.842
13; 50; 10.332; 0.990; 0.275; 3.842
13; 50; 10.332; 0.990; 0.325; 3.842
13; 50; 10.332; 0.990; 0.375; 3.841
13; 50; 10.332; 0.990; 0.425; 3.841
13; 50; 10.332; 0.990; 0.475; 3.841
13; 50; 10.332; 0.990; 0.525; 3.841
13; 50; 10.332; 0.990; 0.575; 3.841
13; 50; 10.332; 0.990; 0.625; 3.842
13; 50; 10.332; 0.990; 0.675; 3.842
13; 50; 11.129; 1.000; 0.025; 3.842
13; 50; 11.129; 1.000; 0.075; 3.842
13; 50; 11.129; 1.000; 0.125; 3.841
13; 50; 11.129; 1.000; 0.175; 3.841
13; 50; 11.129; 1.000; 0.225; 3.841
13; 50; 11.129; 1.000; 0.275; 3.842
13; 50; 11.129; 1.000; 0.325; 3.841
13; 50; 11.129; 1.000; 0.375; 3.841
13; 50; 11.129; 1.000; 0.425; 3.841
13; 50; 11.129; 1.000; 0.475; 3.842
13; 50; 11.129; 1.000; 0.525; 3.841
13; 50; 11.129; 1.000; 0.575; 3.841
13; 50; 11.129; 1.000; 0.625; 3.841
13; 50; 11.129; 1.000; 0.675; 3.841
13; 50; 11.912; 0.950; 0.025; 3.841
13; 50; 11.912; 0.950; 0.075; 3.841
13; 50; 11.912; 0.950; 0.125; 3.841
13; 50; 11.912; 0.950; 0.175; 3.841
13; 50; 11.912; 0.950; 0.225; 3.842
13; 50; 11.912; 0.950; 0.275; 3.842
13; 50; 11.912; 0.950; 0.325; 3.841
13; 50; 11.912; 0.950; 0.375; 3.841
13; 50; 11.912; 0.950; 0.425; 3.842
13; 50; 11.912; 0.950; 0.475; 3.841
13; 50; 11.912; 0.950; 0.525; 3.841
13; 50; 11.912; 0.950; 0.575; 3.841
13; 50; 11.912; 0.950; 0.625; 3.841
13; 50; 11.912; 0.950; 0.675; 3.842
13; 50; 12.694; 0.970; 0.025; 3.841
13; 50; 12.694; 0.970; 0.075; 3.841
13; 50; 12.694; 0.970; 0.125; 3.841
13; 50; 12.694; 0.970; 0.175; 3.842
13; 50; 12.694; 0.970; 0.225; 3.842
13; 50; 12.694; 0.970; 0.275; 3.840
13; 50; 12.694; 0.970; 0.325; 3.841
13; 50; 12.694; 0.970; 0.375; 3.841
13; 50; 12.694; 0.970; 0.425; 3.841
13; 50; 12.694; 0.970; 0.475; 3.841
13; 50; 12.694; 0.970; 0.525; 3.841
13; 50; 12.694; 0.970; 0.575; 3.841
13; 50; 12.694; 0.970; 0.625; 3.841
13; 50; 12.694; 0.970; 0.675; 3.842
13; 50; 13.477; 0.970; 0.025; 3.841
13; 50; 13.477; 0.970; 0.075; 3.840
13; 50; 13.477; 0.970; 0.125; 3.841
13; 50; 13.477; 0.970; 0.175; 3.841
13; 50; 13.477; 0.970; 0.225; 3.841
13; 50; 13.477; 0.970; 0.275; 3.841
13; 50; 13.477; 0.970; 0.325; 3.841
13; 50; 13.477; 0.970; 0.375; 3.841
13; 50; 13.477; 0.970; 0.425; 3.841
13; 50; 13.477; 0.970; 0.475; 3.841
13; 50; 13.477; 0.970; 0.525; 3.842
13; 50; 13.477; 0.970; 0.575; 3.841
13; 50; 13.477; 0.970; 0.625; 3.841
13; 50; 13.477; 0.970; 0.675; 3.841
13; 50; 14.265; 0.970; 0.025; 3.841
13; 50; 14.265; 0.970; 0.075; 3.841
13; 50; 14.265; 0.970; 0.125; 3.841
